section,category,metric,type,date,value,publish_date,ObjectId
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/29/2021,145
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,220,01/29/2021,146
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,219,01/29/2021,147
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/29/2021,148
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,413,01/30/2021,149
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,412,01/30/2021,150
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,217,01/13/2021,151
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/13/2021,152
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,410,01/14/2021,153
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,409,01/14/2021,154
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/14/2021,155
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,218,01/14/2021,156
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,217,01/14/2021,157
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/14/2021,158
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,410,01/15/2021,159
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,409,01/15/2021,160
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/15/2021,161
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,218,01/15/2021,162
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,217,01/15/2021,163
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/15/2021,164
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/16/2021,165
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/16/2021,166
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/16/2021,167
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/16/2021,168
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/16/2021,169
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/16/2021,170
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/17/2021,171
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/17/2021,172
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/17/2021,173
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/17/2021,174
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/17/2021,175
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/17/2021,176
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/18/2021,177
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/18/2021,178
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/18/2021,179
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/18/2021,180
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/18/2021,181
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/18/2021,182
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/19/2021,183
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/19/2021,184
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/19/2021,185
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/19/2021,186
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/19/2021,187
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/19/2021,188
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/20/2021,189
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/20/2021,190
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/20/2021,191
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/20/2021,192
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/20/2021,193
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/20/2021,194
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/15/2020,411,01/21/2021,195
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/15/2020,410,01/21/2021,196
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/15/2020,0,01/21/2021,197
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/15/2020,219,01/21/2021,198
Vaccine Administration,Administration,Daily,Pfizer,12/15/2020,218,01/21/2021,199
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/15/2020,0,01/21/2021,200
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,194,02/03/2021,201
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/03/2021,202
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/03/2021,203
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,194,02/03/2021,204
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/03/2021,205
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/03/2021,206
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/04/2021,207
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/04/2021,208
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/04/2021,209
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,195,02/04/2021,210
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/04/2021,211
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/04/2021,212
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/05/2021,213
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/05/2021,214
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/05/2021,215
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,195,02/05/2021,216
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/05/2021,217
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/05/2021,218
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/06/2021,219
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/06/2021,220
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/06/2021,221
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,195,02/06/2021,222
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/06/2021,223
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/06/2021,224
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/07/2021,225
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/07/2021,226
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/07/2021,227
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,195,02/07/2021,228
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/07/2021,229
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/07/2021,230
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/08/2021,231
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,194,02/08/2021,232
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/08/2021,233
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,195,02/08/2021,234
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,194,02/08/2021,235
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/08/2021,236
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,196,02/09/2021,237
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,195,02/09/2021,238
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/09/2021,239
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,196,02/09/2021,240
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,195,02/09/2021,241
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/09/2021,242
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,196,02/10/2021,243
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,195,02/10/2021,244
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/10/2021,245
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,196,02/10/2021,246
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,195,02/10/2021,247
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,02/10/2021,248
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,195,02/11/2021,249
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,195,02/11/2021,250
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/17/2021,251
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/17/2021,252
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/17/2021,253
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/17/2021,254
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,192,01/18/2021,255
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,192,01/18/2021,256
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/18/2021,257
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/18/2021,258
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/18/2021,259
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/18/2021,260
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,02/11/2021,261
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,192,01/19/2021,262
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,192,01/19/2021,263
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/19/2021,264
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/19/2021,265
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/19/2021,266
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/19/2021,267
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,192,01/20/2021,268
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,192,01/20/2021,269
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/20/2021,270
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/20/2021,271
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/20/2021,272
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/20/2021,273
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,192,01/21/2021,274
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,192,01/21/2021,275
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/21/2021,276
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/21/2021,277
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/21/2021,278
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/21/2021,279
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,192,01/22/2021,280
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,192,01/22/2021,281
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/22/2021,282
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,192,01/22/2021,283
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,192,01/22/2021,284
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/22/2021,285
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,191,01/23/2021,286
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,191,01/23/2021,287
Vaccine Administration,Administration,Cumulative Daily,Unspecified COVID Vaccine,12/14/2020,0,01/23/2021,288
Vaccine Administration,Administration,Daily,All COVID Vaccines,12/14/2020,191,01/23/2021,289
Vaccine Administration,Administration,Daily,Pfizer,12/14/2020,191,01/23/2021,290
Vaccine Administration,Administration,Daily,Unspecified COVID Vaccine,12/14/2020,0,01/23/2021,291
Vaccine Administration,Administration,Cumulative Daily,All COVID Vaccines,12/14/2020,191,01/24/2021,292
Vaccine Administration,Administration,Cumulative Daily,Pfizer,12/14/2020,191,01/24/2021,293
