section,category,metric,type,date,value,publish_date,ObjectId
County-level Data,"Doses Administered per 100,000 People",Clear Creek County,"Rate per 100,000",,7967.145791,01/30/2021,238
County-level Data,"Doses Administered per 100,000 People",Conejos County,"Rate per 100,000",,10256.09607,01/30/2021,239
County-level Data,"Doses Administered per 100,000 People",Costilla County,"Rate per 100,000",,16735.53719,01/30/2021,240
County-level Data,"Doses Administered per 100,000 People",Crowley County,"Rate per 100,000",,6283.156499,01/30/2021,241
County-level Data,"Doses Administered per 100,000 People",Custer County,"Rate per 100,000",,15279.69955,01/30/2021,242
County-level Data,"Doses Administered per 100,000 People",Routt County,"Rate per 100,000",,14108.06175,01/29/2021,243
County-level Data,"Doses Administered per 100,000 People",Delta County,"Rate per 100,000",,9100.824431,01/30/2021,244
County-level Data,"Doses Administered per 100,000 People",Denver County,"Rate per 100,000",,10645.34398,01/30/2021,245
County-level Data,"Doses Administered per 100,000 People",Dolores County,"Rate per 100,000",,12518.40943,01/30/2021,246
County-level Data,"Doses Administered per 100,000 People",Douglas County,"Rate per 100,000",,9443.060012,01/30/2021,247
County-level Data,"Doses Administered per 100,000 People",Eagle County,"Rate per 100,000",,14290.90249,01/30/2021,248
County-level Data,"Doses Administered per 100,000 People",El Paso County,"Rate per 100,000",,6838.958993,01/30/2021,249
County-level Data,"Doses Administered per 100,000 People",Elbert County,"Rate per 100,000",,4129.506108,01/30/2021,250
County-level Data,"Doses Administered per 100,000 People",Fremont County,"Rate per 100,000",,9570.783923,01/30/2021,251
County-level Data,"Doses Administered per 100,000 People",Garfield County,"Rate per 100,000",,14366.44063,01/30/2021,252
County-level Data,"Doses Administered per 100,000 People",Gilpin County,"Rate per 100,000",,8592.115849,01/30/2021,253
County-level Data,"Doses Administered per 100,000 People",Lincoln County,"Rate per 100,000",,10312.71961,01/28/2021,254
County-level Data,"Doses Administered per 100,000 People",Logan County,"Rate per 100,000",,8884.731222,01/28/2021,255
County-level Data,"Doses Administered per 100,000 People",Mesa County,"Rate per 100,000",,7030.781047,01/28/2021,256
County-level Data,"Doses Administered per 100,000 People",Mineral County,"Rate per 100,000",,28272.25131,01/28/2021,257
County-level Data,"Doses Administered per 100,000 People",Moffat County,"Rate per 100,000",,10888.92243,01/28/2021,258
County-level Data,"Doses Administered per 100,000 People",Montezuma County,"Rate per 100,000",,13535.93272,01/28/2021,259
County-level Data,"Doses Administered per 100,000 People",Montrose County,"Rate per 100,000",,6718.110604,01/28/2021,260
County-level Data,"Doses Administered per 100,000 People",Morgan County,"Rate per 100,000",,6955.561689,01/28/2021,261
County-level Data,"Doses Administered per 100,000 People",Otero County,"Rate per 100,000",,12554.01783,01/28/2021,262
County-level Data,"Doses Administered per 100,000 People",Other,"Rate per 100,000",,,01/28/2021,263
County-level Data,"Doses Administered per 100,000 People",Ouray County,"Rate per 100,000",,11147.14228,01/28/2021,264
County-level Data,"Doses Administered per 100,000 People",Park County,"Rate per 100,000",,6341.541074,01/28/2021,265
County-level Data,"Doses Administered per 100,000 People",Phillips County,"Rate per 100,000",,15988.7798,01/28/2021,266
County-level Data,"Doses Administered per 100,000 People",Pitkin County,"Rate per 100,000",,7079.297139,01/28/2021,267
County-level Data,"Doses Administered per 100,000 People",Prowers County,"Rate per 100,000",,9775.614585,01/28/2021,268
County-level Data,"Doses Administered per 100,000 People",Pueblo County,"Rate per 100,000",,9654.392957,01/28/2021,269
County-level Data,"Doses Administered per 100,000 People",Rio Blanco County,"Rate per 100,000",,11178.05613,01/28/2021,270
County-level Data,"Doses Administered per 100,000 People",Rio Grande County,"Rate per 100,000",,15554.3691,01/28/2021,271
County-level Data,"Doses Administered per 100,000 People",Routt County,"Rate per 100,000",,13262.12381,01/28/2021,272
County-level Data,"Doses Administered per 100,000 People",Saguache County,"Rate per 100,000",,8514.067995,01/28/2021,273
County-level Data,"Doses Administered per 100,000 People",San Juan County,"Rate per 100,000",,40909.09091,01/28/2021,274
County-level Data,"Doses Administered per 100,000 People",San Miguel County,"Rate per 100,000",,11891.36286,01/28/2021,275
County-level Data,"Doses Administered per 100,000 People",Sedgwick County,"Rate per 100,000",,31449.08031,01/28/2021,276
County-level Data,"Doses Administered per 100,000 People",Summit County,"Rate per 100,000",,13923.76465,01/28/2021,277
County-level Data,"Doses Administered per 100,000 People",Teller County,"Rate per 100,000",,7738.118714,01/28/2021,278
County-level Data,"Doses Administered per 100,000 People",Washington County,"Rate per 100,000",,7528.469,01/28/2021,279
County-level Data,"Doses Administered per 100,000 People",Weld County,"Rate per 100,000",,7737.449925,01/28/2021,280
County-level Data,"Doses Administered per 100,000 People",Yuma County,"Rate per 100,000",,14031.60091,01/28/2021,281
County-level Data,Doses Administered,Adams County,Count,,38209,01/29/2021,282
County-level Data,Doses Administered,Alamosa County,Count,,2280,01/29/2021,283
County-level Data,Doses Administered,Arapahoe County,Count,,53900,01/29/2021,284
County-level Data,Doses Administered,Archuleta County,Count,,2205,01/29/2021,285
County-level Data,Doses Administered,Baca County,Count,,548,01/29/2021,286
County-level Data,Doses Administered,Bent County,Count,,339,01/29/2021,287
County-level Data,Doses Administered,Boulder County,Count,,33618,01/29/2021,288
County-level Data,Doses Administered,Broomfield County,Count,,8398,01/29/2021,289
County-level Data,Doses Administered,Chaffee County,Count,,3429,01/29/2021,290
County-level Data,Doses Administered,Cheyenne County,Count,,184,01/29/2021,291
County-level Data,Doses Administered,Clear Creek County,Count,,766,01/29/2021,292
County-level Data,Doses Administered,Conejos County,Count,,794,01/29/2021,293
County-level Data,Doses Administered,Costilla County,Count,,607,01/29/2021,294
County-level Data,Doses Administered,Crowley County,Count,,372,01/29/2021,295
County-level Data,Doses Administered,Custer County,Count,,765,01/29/2021,296
County-level Data,Doses Administered,Delta County,Count,,2699,01/29/2021,297
County-level Data,Doses Administered,Denver County,Count,,75136,01/29/2021,298
County-level Data,Doses Administered,Dolores County,Count,,254,01/29/2021,299
County-level Data,Doses Administered,Douglas County,Count,,31771,01/29/2021,300
County-level Data,Doses Administered,Eagle County,Count,,7790,01/29/2021,301
County-level Data,"Doses Administered per 100,000 People",Saguache County,"Rate per 100,000",,8601.992966,01/29/2021,302
County-level Data,"Doses Administered per 100,000 People",San Juan County,"Rate per 100,000",,40909.09091,01/29/2021,303
County-level Data,"Doses Administered per 100,000 People",San Miguel County,"Rate per 100,000",,11928.0646,01/29/2021,304
County-level Data,"Doses Administered per 100,000 People",Sedgwick County,"Rate per 100,000",,35082.99686,01/29/2021,305
County-level Data,"Doses Administered per 100,000 People",Summit County,"Rate per 100,000",,14227.15683,01/29/2021,306
County-level Data,"Doses Administered per 100,000 People",Teller County,"Rate per 100,000",,7966.87044,01/29/2021,307
County-level Data,"Doses Administered per 100,000 People",Washington County,"Rate per 100,000",,7697.174188,01/29/2021,308
County-level Data,"Doses Administered per 100,000 People",Weld County,"Rate per 100,000",,8111.180092,01/29/2021,309
County-level Data,"Doses Administered per 100,000 People",Yuma County,"Rate per 100,000",,15035.27775,01/29/2021,310
County-level Data,Doses Administered,Adams County,Count,,39947,01/30/2021,311
County-level Data,Doses Administered,Alamosa County,Count,,2439,01/30/2021,312
County-level Data,Doses Administered,Arapahoe County,Count,,56082,01/30/2021,313
County-level Data,Doses Administered,Archuleta County,Count,,2800,01/30/2021,314
County-level Data,Doses Administered,Baca County,Count,,550,01/30/2021,315
County-level Data,Doses Administered,Bent County,Count,,352,01/30/2021,316
County-level Data,Doses Administered,Boulder County,Count,,34720,01/30/2021,317
County-level Data,Doses Administered,Broomfield County,Count,,8656,01/30/2021,318
County-level Data,Doses Administered,Chaffee County,Count,,3511,01/30/2021,319
