Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/17/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,United States,8197,64162,127,6754,3956,11,11001,
02/17/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,United States,8267,64134,126,6839,4067,13,11045,
02/17/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,United States,7826,63637,124,6809,3975,9,10666,
02/17/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,United States,7216,63540,126,6506,3668,5,10056,
02/17/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,United States,6345,62453,124,5966,3211,12,9109,
02/17/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,United States,5704,60968,120,5549,2880,11,8379,
02/17/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,United States,4986,60061,117,5201,2501,9,7691,
02/17/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,United States,4592,59444,115,4933,2285,7,7245,
02/17/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,United States,4233,59499,115,4757,2040,5,6955,
02/17/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,United States,4249,60286,116,4921,2099,4,7074,
02/17/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,United States,4180,59278,113,4784,2014,8,6958,
02/17/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,United States,4732,61128,117,5117,2330,13,7529,
02/17/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,United States,5080,59763,112,5141,2415,17,7816,
02/17/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,United States,5865,61245,114,5556,2696,16,8734,
02/17/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,United States,6852,62417,116,6045,3189,21,9724,
02/17/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,United States,8364,64765,119,6813,3925,21,11265,
02/17/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,United States,10211,66208,121,7755,4842,18,13136,
02/17/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,United States,12891,68571,124,9090,6111,28,15888,
02/17/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,United States,15043,70066,127,10099,7271,25,17882,
02/17/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,United States,17900,74197,132,11661,8623,33,20958,
02/17/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,United States,19995,78292,137,12726,9651,29,23084,
02/17/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,United States,21149,78737,136,13581,10471,32,24272,
02/17/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,United States,21914,79180,135,13994,10901,28,25020,
02/17/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,United States,22372,78869,134,14495,11442,43,25443,
02/17/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,United States,21015,70451,114,13601,10994,24,23632,
02/17/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,United States,18133,61654,99,11670,9546,16,20268,
02/17/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,United States,15311,53854,88,9831,7977,19,17176,
02/17/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,United States,12070,47028,79,7938,6360,17,13661,
02/17/2021,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,United States,7693,35655,60,5369,4042,11,9025,
02/17/2021,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,United States,2402,12814,21,1621,1159,4,2866,
02/17/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alabama,0,1081,94,63,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alabama,0,1127,96,79,0,10,89,
02/17/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alabama,0,1039,91,62,0,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alabama,0,1056,94,62,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alabama,0,1026,94,56,0,14,70,
02/17/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alabama,0,1119,101,61,0,10,71,
02/17/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alabama,0,1094,101,77,0,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alabama,0,1097,101,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alabama,0,1162,112,63,0,14,77,
02/17/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alabama,0,1054,101,58,0,13,71,
02/17/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alabama,0,1091,101,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alabama,,1058,103,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alabama,23,1073,105,69,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alabama,49,1156,112,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alabama,81,1134,111,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alabama,89,1146,116,94,26,0,157,
02/17/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alabama,83,1138,113,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alabama,81,1148,116,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alabama,116,1170,116,94,34,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alabama,94,1148,115,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alabama,79,1151,117,82,23,0,138,
02/17/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alabama,103,1106,113,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alabama,90,1170,116,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alabama,81,1136,120,76,29,0,128,
02/17/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alabama,88,1088,112,80,25,0,143,
02/17/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alabama,102,1150,124,83,30,0,155,
02/17/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alabama,122,1198,122,94,48,,168,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alabama,134,1262,127,95,36,0,193,
02/17/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alabama,191,1289,134,102,45,0,248,
02/17/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alabama,249,1331,143,135,88,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alabama,261,1363,141,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alabama,261,1372,142,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alabama,229,1300,137,140,83,0,286,
02/17/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alabama,207,1299,139,118,64,0,261,
02/17/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alabama,183,1214,127,130,71,0,242,
02/17/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alabama,153,1211,125,110,58,0,205,
02/17/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alabama,137,1230,128,110,50,0,197,
02/17/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alabama,137,1194,125,98,46,0,189,
02/17/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alabama,104,1179,119,78,30,0,152,
02/17/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alabama,108,1100,116,91,36,0,163,
02/17/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alabama,135,1197,127,103,50,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alabama,126,1183,120,89,42,0,173,
02/17/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alabama,117,1137,117,102,35,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alabama,131,1160,122,104,47,0,188,
02/17/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alabama,148,1257,126,103,50,0,201,
02/17/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alabama,170,1258,121,115,60,0,225,
02/17/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alabama,161,1258,123,97,44,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alabama,202,1312,125,106,56,,253,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alabama,243,1330,125,126,71,0,298,
02/17/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alabama,367,1569,145,193,128,,432,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alabama,380,1545,140,206,141,,445,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alabama,438,1568,147,190,136,,493,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alabama,479,1698,159,231,170,,543,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alabama,485,1572,137,226,164,0,547,
02/17/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Alabama,500,1454,124,243,194,,551,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Alabama,433,1281,112,190,149,,474,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Alabama,341,1084,96,159,126,,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,Alabama,161,700,64,85,60,0,186,
02/17/2021,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,Alabama,41,215,19,18,13,0,46,
02/17/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alaska,0,89,99,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alaska,0,105,115,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alaska,0,99,105,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alaska,0,97,118,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alaska,0,85,95,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alaska,0,92,123,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alaska,0,89,102,0,0,0,0,
02/17/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alaska,0,83,102,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alaska,0,84,100,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alaska,0,79,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alaska,0,92,109,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alaska,0,69,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alaska,,85,99,10,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alaska,,98,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alaska,,84,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alaska,,80,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alaska,0,61,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alaska,0,87,98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alaska,,89,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alaska,0,83,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alaska,0,82,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alaska,0,97,134,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alaska,0,79,93,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alaska,,88,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alaska,0,92,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alaska,0,88,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alaska,,84,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alaska,,100,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alaska,,89,118,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alaska,,92,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alaska,,113,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alaska,,101,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alaska,,74,82,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alaska,,114,135,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alaska,,93,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alaska,,104,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alaska,,87,109,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alaska,,104,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alaska,,114,123,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alaska,,77,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alaska,,113,133,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alaska,10,99,115,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alaska,,101,118,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alaska,10,107,143,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alaska,,112,124,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alaska,16,112,131,17,13,0,20,
02/17/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alaska,15,121,139,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alaska,21,110,115,19,14,0,26,
02/17/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alaska,31,114,140,21,18,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alaska,24,130,130,17,12,0,29,
02/17/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alaska,16,92,103,12,10,0,18,
02/17/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alaska,23,101,119,15,11,0,27,
02/17/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alaska,,85,100,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alaska,11,74,82,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Alaska,,80,88,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Alaska,,41,44,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Alaska,,37,45,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,Alaska,0,21,24,0,0,0,0,
02/17/2021,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,Alaska,0,0,0,0,0,0,0,
02/17/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Arizona,0,1301,96,81,0,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/17/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Arizona,0,1390,102,94,0,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
