Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,United States,4217,57966,112,4540,1859,11,6906,
02/03/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,United States,3823,57925,112,4365,1603,8,6592,
02/03/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,United States,3813,58424,114,4263,1554,12,6533,
02/03/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,United States,4519,59754,115,4560,2002,5,7079,
02/03/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,United States,5749,61832,121,5531,2708,10,8581,
02/03/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,United States,7156,63067,124,6182,3447,13,9901,
02/03/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,United States,8188,64140,127,6750,3953,11,10991,
02/03/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,United States,8267,64118,126,6839,4067,13,11045,
02/03/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,United States,7822,63588,124,6800,3972,9,10656,
02/03/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,United States,7215,63482,125,6497,3666,5,10048,
02/03/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,United States,6337,62353,124,5957,3208,12,9095,
02/03/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,United States,5690,60868,119,5540,2875,11,8361,
02/03/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,United States,4967,59913,117,5181,2495,9,7658,
02/03/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,United States,4574,59305,115,4921,2278,7,7222,
02/03/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,United States,4213,59277,115,4738,2034,5,6922,
02/03/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,United States,4213,59970,116,4883,2081,4,7018,
02/03/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,United States,4118,58678,112,4717,1981,8,6862,
02/03/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,United States,4613,59944,115,4977,2265,13,7335,
02/03/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,United States,4950,58433,110,5010,2349,17,7621,
02/03/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,United States,5729,59858,112,5432,2635,16,8535,
02/03/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,United States,6682,60977,113,5881,3108,21,9471,
02/03/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,United States,8302,64358,119,6758,3893,21,11180,
02/03/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,United States,10132,65696,120,7678,4799,18,13023,
02/03/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,United States,12782,67994,123,9005,6061,28,15744,
02/03/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,United States,14889,69308,125,9986,7210,25,17676,
02/03/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,United States,17593,72879,129,11436,8470,32,20578,
02/03/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,United States,19502,76301,133,12380,9415,27,22480,
02/03/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,United States,20150,75316,130,12918,9968,32,23113,
02/03/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,United States,20000,73079,125,12687,9900,24,22799,
02/03/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,United States,18794,68443,117,12127,9563,32,21372,
02/03/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,United States,16733,57684,94,10781,8733,15,18788,
02/03/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,United States,14635,51530,83,9430,7689,12,16384,
02/03/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,United States,11459,41840,69,7333,5873,16,12927,
02/03/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,United States,4675,18810,32,2962,2329,3,5311,
02/03/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alabama,0,1081,94,63,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alabama,0,1127,96,79,0,10,89,
02/03/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alabama,0,1039,91,62,0,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alabama,0,1055,94,62,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alabama,0,1026,94,56,0,14,70,
02/03/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alabama,0,1119,101,61,0,10,71,
02/03/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alabama,0,1094,101,76,0,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alabama,0,1097,101,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alabama,0,1162,112,63,0,14,77,
02/03/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alabama,0,1054,101,58,0,13,71,
02/03/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alabama,0,1091,101,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alabama,,1058,103,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alabama,23,1073,105,69,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alabama,49,1156,112,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alabama,81,1134,111,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alabama,89,1144,116,94,26,0,157,
02/03/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alabama,83,1138,113,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alabama,81,1148,116,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alabama,116,1169,116,94,34,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alabama,94,1147,115,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alabama,79,1151,117,82,23,0,138,
02/03/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alabama,103,1106,113,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alabama,90,1169,116,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alabama,81,1134,120,76,29,0,128,
02/03/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alabama,88,1088,112,80,25,0,143,
02/03/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alabama,102,1149,123,83,30,0,155,
02/03/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alabama,121,1197,122,94,48,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alabama,134,1260,127,95,36,0,193,
02/03/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alabama,191,1289,134,102,45,0,248,
02/03/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alabama,249,1330,143,135,88,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alabama,261,1360,141,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alabama,261,1372,142,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alabama,229,1299,137,140,83,0,286,
02/03/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alabama,207,1294,139,118,64,0,261,
02/03/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alabama,183,1214,127,130,71,0,242,
02/03/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alabama,153,1208,124,110,58,0,205,
02/03/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alabama,137,1230,128,110,50,0,197,
02/03/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alabama,137,1189,124,98,46,0,189,
02/03/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alabama,104,1179,119,78,30,0,152,
02/03/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alabama,107,1097,115,90,36,0,161,
02/03/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alabama,135,1193,126,103,50,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alabama,126,1179,120,89,42,0,173,
02/03/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alabama,117,1135,117,102,35,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alabama,131,1156,121,104,47,0,188,
02/03/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alabama,147,1247,125,102,50,0,199,
02/03/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alabama,169,1250,121,115,60,0,224,
02/03/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alabama,161,1247,122,96,44,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alabama,200,1294,123,105,56,,250,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alabama,238,1306,123,124,69,0,293,
02/03/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alabama,360,1536,142,189,125,,424,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alabama,369,1477,134,202,139,,432,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alabama,397,1458,137,178,126,,450,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alabama,428,1521,143,203,145,,489,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alabama,420,1318,115,195,142,0,473,
02/03/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Alabama,415,1193,102,209,168,,458,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Alabama,283,835,73,130,97,,316,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Alabama,72,226,20,31,26,0,77,
02/03/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alaska,0,89,99,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alaska,0,105,115,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alaska,0,99,105,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alaska,0,97,118,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alaska,0,85,95,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alaska,0,92,123,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alaska,0,89,102,0,0,0,0,
02/03/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alaska,0,83,102,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alaska,0,84,100,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alaska,0,79,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alaska,0,92,109,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alaska,0,69,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alaska,,85,99,10,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alaska,,98,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alaska,,84,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alaska,,80,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alaska,0,61,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alaska,0,87,98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alaska,,89,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alaska,0,83,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alaska,0,82,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alaska,0,97,134,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alaska,0,78,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alaska,,88,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alaska,0,92,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alaska,0,88,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alaska,,84,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alaska,,100,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alaska,,88,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alaska,,92,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alaska,,113,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alaska,,101,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alaska,,74,82,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alaska,,113,133,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alaska,,93,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alaska,,104,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alaska,,87,109,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alaska,,103,115,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alaska,,114,123,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alaska,,76,86,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alaska,,111,131,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alaska,10,99,115,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alaska,,100,117,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alaska,10,105,141,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alaska,,107,119,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alaska,16,106,124,17,13,0,20,
02/03/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alaska,14,114,131,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alaska,20,103,108,19,14,0,25,
02/03/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alaska,29,103,127,19,16,,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alaska,21,108,108,13,10,0,24,
02/03/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alaska,14,76,85,10,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alaska,21,73,86,12,10,0,23,
02/03/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alaska,,54,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alaska,,46,51,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Alaska,,56,61,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Alaska,,20,21,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Alaska,0,,2,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Arizona,0,1301,96,81,0,,86,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Arizona,0,1390,102,94,0,,102,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Arizona,0,1315,105,70,0,11,81,
02/03/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Arizona,0,1275,100,91,0,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Arizona,0,1265,99,74,0,13,87,
02/03/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Arizona,0,1264,102,79,0,11,90,
02/03/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Arizona,0,1312,111,93,0,14,107,
