Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/08/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,United States,4256,60383,117,4924,2102,4,7081,
03/08/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,United States,4194,59434,113,4791,2019,8,6974,
03/08/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,United States,4751,61336,117,5135,2340,13,7556,
03/08/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,United States,5101,59947,112,5164,2427,17,7848,
03/08/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,United States,5883,61459,115,5582,2708,16,8766,
03/08/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,United States,6878,62652,116,6066,3198,21,9762,
03/08/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,United States,8510,65894,121,6937,3995,21,11465,
03/08/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,United States,10360,67129,122,7875,4914,19,13334,
03/08/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,United States,13045,69625,126,9215,6193,28,16085,
03/08/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,United States,15196,71014,129,10214,7348,25,18073,
03/08/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,United States,17997,74830,133,11743,8672,33,21088,
03/08/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,United States,20123,78899,138,12812,9706,30,23244,
03/08/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,United States,21346,79505,137,13715,10566,31,24507,
03/08/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,United States,22230,80427,137,14227,11069,28,25401,
03/08/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,United States,23351,82238,140,15158,11942,44,26586,
03/08/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,United States,24061,80583,131,15717,12629,31,27163,
03/08/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,United States,23159,79068,127,15335,12326,31,26189,
03/08/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,United States,20754,73999,122,13908,11086,27,23590,
03/08/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,United States,17239,67362,113,11679,9138,30,19796,
03/08/2021,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,United States,13187,58739,99,9333,7088,20,15444,
03/08/2021,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,United States,9019,46886,79,6519,4809,13,10738,
03/08/2021,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,United States,6337,40664,69,5072,3462,8,7954,
03/08/2021,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,United States,3803,29947,51,3105,1955,7,4957,
03/08/2021,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,United States,825,7694,13,719,420,2,1124,
03/08/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alabama,0,1081,94,63,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alabama,0,1127,96,79,0,10,89,
03/08/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alabama,0,1039,91,62,0,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alabama,0,1056,94,62,0,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alabama,0,1026,94,56,0,14,70,
03/08/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alabama,0,1120,101,61,0,10,71,
03/08/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alabama,0,1095,101,77,0,,83,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alabama,0,1098,101,68,0,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alabama,,1163,112,63,0,14,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alabama,0,1054,101,58,0,13,71,
03/08/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alabama,0,1091,101,61,0,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alabama,,1058,103,71,,,79,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alabama,23,1073,105,69,,,93,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alabama,49,1156,112,65,11,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alabama,81,1134,111,85,27,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alabama,89,1148,117,94,26,0,157,
03/08/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alabama,83,1138,113,77,19,,142,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alabama,81,1148,116,87,26,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alabama,116,1170,116,94,34,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alabama,94,1148,115,89,30,,154,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alabama,79,1151,117,82,23,0,138,
03/08/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alabama,103,1108,114,95,30,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alabama,90,1173,116,86,32,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alabama,81,1137,120,76,29,0,128,
03/08/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alabama,88,1088,112,80,25,0,143,
03/08/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alabama,102,1150,124,83,30,0,155,
03/08/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alabama,122,1199,122,94,48,,168,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alabama,134,1263,127,95,36,0,193,
03/08/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alabama,191,1289,134,102,45,0,248,
03/08/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alabama,249,1331,143,135,88,,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alabama,261,1364,141,157,94,,325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alabama,261,1375,142,133,86,,309,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alabama,229,1300,137,140,83,0,286,
03/08/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alabama,207,1300,139,118,64,0,261,
03/08/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alabama,183,1215,127,130,71,0,242,
03/08/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alabama,153,1212,125,110,58,0,205,
03/08/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alabama,137,1231,128,110,50,0,197,
03/08/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alabama,137,1194,125,98,46,0,189,
03/08/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alabama,104,1180,119,78,30,0,152,
03/08/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alabama,108,1100,116,91,36,0,163,
03/08/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alabama,135,1200,127,103,50,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alabama,126,1183,120,89,42,0,173,
03/08/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alabama,117,1139,117,102,35,,185,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alabama,131,1162,122,104,47,0,188,
03/08/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alabama,148,1260,126,103,50,0,201,
03/08/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alabama,171,1267,122,116,61,0,226,
03/08/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alabama,163,1263,124,98,44,,217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alabama,202,1321,126,107,56,,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alabama,243,1345,126,126,71,0,298,
03/08/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alabama,371,1585,146,195,130,,436,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alabama,383,1562,142,206,141,,448,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alabama,443,1602,150,192,136,,500,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alabama,494,1772,166,241,177,,562,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alabama,521,1738,151,243,179,,585,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,Alabama,572,1738,148,291,231,,635,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,Alabama,534,1655,144,238,187,,585,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,Alabama,455,1473,131,222,168,,509,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,Alabama,297,1244,114,149,103,,344,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,Alabama,199,1019,92,106,74,,232,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,Alabama,146,862,79,81,45,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,Alabama,69,515,47,48,20,0,97,
03/08/2021,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,Alabama,,80,8,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Alaska,0,89,99,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Alaska,0,105,115,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Alaska,0,99,105,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Alaska,0,97,118,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Alaska,0,85,95,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/02/2020,02/08/2020,By Week,2020,,6,02/08/2020,Alaska,0,92,123,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/09/2020,02/15/2020,By Week,2020,,7,02/15/2020,Alaska,0,89,102,0,0,0,0,
03/08/2021,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,Alaska,0,83,102,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,Alaska,0,84,100,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,Alaska,0,79,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,Alaska,0,92,109,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,Alaska,0,69,87,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,Alaska,,85,99,10,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,Alaska,,98,113,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,Alaska,,84,97,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,Alaska,,80,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,Alaska,0,61,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,Alaska,0,87,98,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,Alaska,,89,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,Alaska,0,83,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,Alaska,0,82,106,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,Alaska,0,97,134,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,Alaska,0,79,93,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,Alaska,,88,107,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,Alaska,0,92,108,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,Alaska,0,88,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,Alaska,,84,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,Alaska,,101,114,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,Alaska,,89,118,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,Alaska,,92,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,Alaska,,113,149,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,Alaska,,101,128,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,Alaska,,74,82,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,Alaska,,114,135,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,Alaska,,93,117,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,Alaska,,104,127,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,Alaska,,87,109,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,Alaska,,104,116,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,Alaska,,114,123,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,Alaska,,77,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,Alaska,,113,133,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,Alaska,10,100,116,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,Alaska,,102,119,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,Alaska,10,107,143,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,Alaska,,112,124,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,Alaska,16,112,131,17,13,0,20,
03/08/2021,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,Alaska,15,121,139,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,Alaska,21,112,118,19,14,0,26,
03/08/2021,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,Alaska,31,116,143,21,18,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,Alaska,24,132,132,17,12,0,29,
03/08/2021,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,Alaska,16,94,105,12,10,0,18,
03/08/2021,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,Alaska,23,105,124,16,11,0,28,
03/08/2021,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,Alaska,,95,112,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/08/2021,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,Alaska,12,92,103,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
