Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,ObjectId
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.64,03/24/2020,87
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,5.26,03/24/2020,88
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.44,03/24/2020,89
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,11,03/24/2020,90
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,23,03/24/2020,91
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,122,03/24/2020,92
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,9,03/24/2020,93
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,148,03/24/2020,94
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,10,03/24/2020,95
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,165,03/24/2020,96
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,7,03/22/2020,97
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,1,03/24/2020,98
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,110,03/22/2020,99
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,18,03/24/2020,100
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,129,03/24/2020,101
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,2,03/24/2020,102
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,20,03/24/2020,103
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,105,03/24/2020,104
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,6,03/24/2020,105
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,20,03/24/2020,106
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,71,03/24/2020,107
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,2,03/24/2020,108
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,7,03/24/2020,109
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,39,03/24/2020,110
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,4,03/24/2020,111
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.38,03/25/2020,112
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.39,03/25/2020,113
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.9,03/25/2020,114
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.22,03/25/2020,115
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,18.78,03/25/2020,116
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.57,03/25/2020,117
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,4.17,03/18/2020,118
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.63,03/25/2020,119
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.41,03/25/2020,120
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,5.34,03/25/2020,121
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.37,03/25/2020,122
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,15,03/25/2020,123
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,26,03/25/2020,124
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,3,03/25/2020,125
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,148,03/25/2020,126
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,13,03/25/2020,127
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,174,03/25/2020,128
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,1,03/25/2020,129
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,19,03/25/2020,130
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,184,03/25/2020,131
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,2,03/25/2020,132
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,34,03/25/2020,133
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,60,03/20/2020,134
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,10,03/20/2020,135
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,54,03/20/2020,136
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,15,03/20/2020,137
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,37,03/20/2020,138
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,9,03/20/2020,139
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,28,03/20/2020,140
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,4,03/20/2020,141
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,7,03/20/2020,142
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.63,03/21/2020,143
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,3,03/25/2020,144
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,26,03/25/2020,145
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,3.16,03/21/2020,146
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.15,03/27/2020,147
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,11,03/22/2020,148
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.48,03/27/2020,149
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,84,03/22/2020,150
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,119,03/25/2020,151
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,12.5,03/18/2020,152
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.42,03/27/2020,153
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.68,03/21/2020,154
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,17,03/22/2020,155
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,7,03/25/2020,156
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,18.52,03/18/2020,157
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.36,03/27/2020,158
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.68,03/21/2020,159
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,65,03/22/2020,160
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,26,03/25/2020,161
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,18.98,03/18/2020,162
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.26,03/27/2020,163
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,20,03/21/2020,164
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,12,03/22/2020,165
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,48,03/22/2020,166
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,5,03/22/2020,167
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,22,03/22/2020,168
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,3,03/22/2020,169
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.69,03/23/2020,170
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.5,03/23/2020,171
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.03,03/23/2020,172
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.08,03/23/2020,173
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,20.14,03/23/2020,174
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,15.83,03/23/2020,175
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.61,03/23/2020,176
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,11.11,03/23/2020,177
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,4.58,03/23/2020,178
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.42,03/23/2020,179
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,5,03/23/2020,180
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,18,03/23/2020,181
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,101,03/23/2020,182
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,6,03/23/2020,183
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,117,03/23/2020,184
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,8,03/23/2020,185
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,137,03/23/2020,186
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,16,03/23/2020,187
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,98,03/23/2020,188
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,2,03/23/2020,189
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,18,03/23/2020,190
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,78,03/23/2020,191
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,4,03/23/2020,192
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,18,03/23/2020,193
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,58,03/23/2020,194
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,1,03/23/2020,195
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,6,03/23/2020,196
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,26,03/23/2020,197
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,3,03/23/2020,198
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.21,03/24/2020,199
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,80,03/25/2020,200
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.96,03/27/2020,201
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.63,03/21/2020,202
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,6,03/25/2020,203
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.42,03/27/2020,204
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.52,03/18/2020,205
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.55,03/27/2020,206
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,16,03/25/2020,207
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.43,03/18/2020,208
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,6.11,03/27/2020,209
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.89,03/21/2020,210
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,36,03/25/2020,211
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,8.33,03/18/2020,212
