Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,ObjectId
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,19,03/19/2020,42
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,4,03/19/2020,43
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,4,03/19/2020,44
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.83,03/20/2020,45
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,4.13,03/20/2020,46
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.6,03/20/2020,47
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,18.18,03/20/2020,48
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,17.08,03/20/2020,49
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.63,03/20/2020,50
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.87,03/22/2020,51
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.15,03/22/2020,52
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,4.57,03/22/2020,53
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.51,03/22/2020,54
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,5,03/22/2020,55
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,17,03/22/2020,56
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,83,03/22/2020,57
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,6,03/22/2020,58
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,96,03/22/2020,59
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,7,03/22/2020,60
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,110,03/22/2020,61
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,11,03/22/2020,62
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,84,03/22/2020,63
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,17,03/22/2020,64
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,65,03/22/2020,65
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,12,03/22/2020,66
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,48,03/22/2020,67
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,5,03/22/2020,68
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,22,03/22/2020,69
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,3,03/22/2020,70
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.69,03/23/2020,71
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.5,03/23/2020,72
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.03,03/23/2020,73
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.08,03/23/2020,74
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,20.14,03/23/2020,75
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,15.83,03/23/2020,76
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.61,03/23/2020,77
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,11.11,03/23/2020,78
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,4.58,03/23/2020,79
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.42,03/23/2020,80
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,5,03/23/2020,81
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,18,03/23/2020,82
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,101,03/23/2020,83
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,6,03/23/2020,84
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,117,03/23/2020,85
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,8,03/23/2020,86
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,137,03/23/2020,87
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,16,03/23/2020,88
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,98,03/23/2020,89
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,2,03/23/2020,90
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,18,03/23/2020,91
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,78,03/23/2020,92
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,4,03/23/2020,93
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,18,03/23/2020,94
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,58,03/23/2020,95
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,1,03/23/2020,96
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,6,03/23/2020,97
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,26,03/23/2020,98
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,3,03/23/2020,99
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.21,03/24/2020,100
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,299,03/28/2020,101
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,19,03/28/2020,102
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,332,03/28/2020,103
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,2,03/28/2020,104
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,37,03/28/2020,105
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,284,03/28/2020,106
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,3,03/28/2020,107
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,55,03/28/2020,108
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,294,03/28/2020,109
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,4,03/28/2020,110
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,53,03/28/2020,111
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,236,03/28/2020,112
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,14,03/28/2020,113
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,48,03/28/2020,114
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,158,03/28/2020,115
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,21,03/28/2020,116
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,30,03/28/2020,117
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,84,03/28/2020,118
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,9,03/28/2020,119
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,52.26,03/28/2020,120
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,47.16,03/28/2020,121
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.58,03/28/2020,122
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1,03/29/2020,123
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.12,03/29/2020,124
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.87,03/29/2020,125
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,16.91,03/29/2020,126
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,15.43,03/29/2020,127
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.64,03/29/2020,128
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.39,03/29/2020,129
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.62,03/29/2020,130
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,6.59,03/29/2020,131
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.43,03/29/2020,132
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,1,03/29/2020,133
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,22,03/29/2020,134
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,49,03/29/2020,135
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,9,03/29/2020,136
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,334,03/29/2020,137
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,23,03/29/2020,138
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,367,03/29/2020,139
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,2,03/29/2020,140
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,40,03/29/2020,141
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,314,03/29/2020,142
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,3,03/29/2020,143
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,65,03/29/2020,144
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,339,03/29/2020,145
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,5,03/29/2020,146
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,64,03/29/2020,147
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,263,03/29/2020,148
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,15,03/29/2020,149
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,59,03/29/2020,150
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,144,03/25/2020,151
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.15,03/27/2020,152
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,3,03/25/2020,153
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,26,03/25/2020,154
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,119,03/25/2020,155
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,7,03/25/2020,156
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,26,03/25/2020,157
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,80,03/25/2020,158
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,6,03/25/2020,159
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,16,03/25/2020,160
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,36,03/25/2020,161
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,4,03/25/2020,162
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,48.34,03/25/2020,163
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,50.55,03/25/2020,164
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.1,03/25/2020,165
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.33,03/26/2020,166
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.66,03/26/2020,167
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.13,03/26/2020,168
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.27,03/26/2020,169
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,17.27,03/26/2020,170
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.13,03/26/2020,171
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.06,03/26/2020,172
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.14,03/26/2020,173
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,5.66,03/26/2020,174
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.35,03/26/2020,175
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,1,03/26/2020,176
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,18,03/26/2020,177
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,38,03/26/2020,178
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,4,03/26/2020,179
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,198,03/26/2020,180
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,17,03/26/2020,181
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,230,03/26/2020,182
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,1,03/26/2020,183
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,25,03/26/2020,184
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,221,03/26/2020,185
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,2,03/26/2020,186
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,40,03/26/2020,187
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.48,03/27/2020,188
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,203,03/26/2020,189
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,3,03/26/2020,190
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,34,03/26/2020,191
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,164,03/26/2020,192
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,7,03/26/2020,193
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,29,03/26/2020,194
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,109,03/26/2020,195
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,11,03/26/2020,196
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,19,03/26/2020,197
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,51,03/26/2020,198
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,5,03/26/2020,199
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,50,03/26/2020,200
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,49.09,03/26/2020,201
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.91,03/26/2020,202
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.52,03/24/2020,203
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.42,03/27/2020,204
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.36,03/27/2020,205
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,16.26,03/27/2020,206
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.96,03/27/2020,207
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.42,03/27/2020,208
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.55,03/27/2020,209
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,6.11,03/27/2020,210
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.38,03/24/2020,211
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.29,03/27/2020,212
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.21,03/24/2020,213
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,1,03/27/2020,214
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,19.19,03/24/2020,215
