Name,Population,Desc_,attribute,attr_date,metric,value,rep_date,ObjectId
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,2,3/29/2020,68
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,40,3/29/2020,69
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,314,3/29/2020,70
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.64,3/29/2020,71
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,3,3/29/2020,72
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,65,3/29/2020,73
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,339,3/29/2020,74
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.39,3/29/2020,75
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,5,3/29/2020,76
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,64,3/29/2020,77
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,263,3/29/2020,78
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.62,3/29/2020,79
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,15,3/29/2020,80
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,59,3/29/2020,81
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,171,3/29/2020,82
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,6.59,3/29/2020,83
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.63,3/20/2020,84
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,0.52,3/29/2020,85
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,12.57,3/17/2020,86
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.38,3/24/2020,87
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,19,3/27/2020,88
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,26,3/25/2020,89
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,10,3/29/2020,90
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,10,3/20/2020,91
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,122,3/24/2020,92
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,8.2,3/17/2020,93
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,1.87,3/30/2020,94
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.07,3/22/2020,95
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.07,3/30/2020,96
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,3.28,3/17/2020,97
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.21,3/24/2020,98
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,43,3/27/2020,99
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,80,3/25/2020,100
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,54,3/20/2020,101
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.33,3/20/2020,102
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,15,3/20/2020,103
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,37,3/20/2020,104
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.19,3/20/2020,105
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,9,3/20/2020,106
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,28,3/20/2020,107
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,3.03,3/20/2020,108
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,4,3/20/2020,109
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,7,3/20/2020,110
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,3.16,3/21/2020,111
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.63,3/21/2020,112
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,3,3/21/2020,113
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,15,3/21/2020,114
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,13.68,3/21/2020,115
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,65,3/21/2020,116
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.68,3/21/2020,117
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,4,3/21/2020,118
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,80,3/21/2020,119
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,20,3/21/2020,120
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,4,3/21/2020,121
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,91,3/21/2020,122
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.63,3/21/2020,123
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,10,3/21/2020,124
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,69,3/21/2020,125
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.89,3/21/2020,126
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,17,3/21/2020,127
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,49,3/21/2020,128
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,9.68,3/21/2020,129
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,10,3/21/2020,130
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",,Cases,36,3/21/2020,131
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,4.21,3/21/2020,132
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,4,3/21/2020,133
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,16,3/21/2020,134
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.42,3/21/2020,135
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,2,3/21/2020,136
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.88,3/22/2020,137
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.85,3/22/2020,138
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,5,3/22/2020,139
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,17,3/22/2020,140
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.04,3/22/2020,141
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,83,3/22/2020,142
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,1,3/30/2020,143
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,1.64,3/17/2020,144
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,9,3/24/2020,145
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.42,3/27/2020,146
Colorado,5694287,COVID-19 in Colorado by Age Group,80+,,Percent of Cases,5.34,3/25/2020,147
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,11,3/22/2020,148
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,148,3/24/2020,149
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,19.19,3/24/2020,150
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,10,3/24/2020,151
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,165,3/24/2020,152
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,16.23,3/24/2020,153
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,1,3/24/2020,154
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,18,3/24/2020,155
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,129,3/24/2020,156
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,27,3/30/2020,157
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.93,3/24/2020,158
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,7,3/27/2020,159
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,49,3/30/2020,160
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",,Cases,2,3/24/2020,161
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,243,3/27/2020,162
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,4.17,3/18/2020,163
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.62,3/30/2020,164
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",,Cases,6,3/25/2020,165
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,20,3/24/2020,166
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.36,3/27/2020,167
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,0.46,3/18/2020,168
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,12,3/30/2020,169
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,84,3/22/2020,170
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",,Cases,16,3/25/2020,171
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,105,3/24/2020,172
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,19,3/27/2020,173
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,12.5,3/18/2020,174
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,372,3/30/2020,175
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,18.52,3/18/2020,176
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,13.87,3/22/2020,177
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",,Cases,17,3/22/2020,178
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",,Cases,65,3/22/2020,179
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.15,3/22/2020,180
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,18.98,3/18/2020,181
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.32,3/30/2020,182
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,18.52,3/18/2020,183
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",,Cases,12,3/22/2020,184
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,282,3/27/2020,185
Colorado,5694287,COVID-19 in Colorado by Age Group,70-79,,Percent of Cases,10.64,3/24/2020,186
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",,Cases,36,3/25/2020,187
Colorado,5694287,COVID-19 in Colorado by Sex,Female,,Percent of Cases,48.34,3/25/2020,188
Colorado,5694287,COVID-19 in Colorado by Sex,Male,,Percent of Cases,50.55,3/25/2020,189
Colorado,5694287,COVID-19 in Colorado by Age Group,Unknown,,Percent of Cases,0.37,3/25/2020,190
Colorado,5694287,COVID-19 in Colorado by Sex,Unknown,,Percent of Cases,1.1,3/25/2020,191
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",,Cases,4,3/25/2020,192
Colorado,5694287,COVID-19 in Colorado by Age Group,10-19,,Percent of Cases,2.66,3/26/2020,193
Colorado,5694287,COVID-19 in Colorado by Age Group,0-9,,Percent of Cases,1.33,3/26/2020,194
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",,Cases,1,3/26/2020,195
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",,Cases,18,3/26/2020,196
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",,Cases,38,3/26/2020,197
Colorado,5694287,COVID-19 in Colorado by Age Group,20-29,,Percent of Cases,14.13,3/26/2020,198
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",,Cases,4,3/26/2020,199
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",,Cases,198,3/26/2020,200
Colorado,5694287,COVID-19 in Colorado by Age Group,30-39,,Percent of Cases,17.27,3/26/2020,201
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",,Cases,17,3/26/2020,202
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",,Cases,230,3/26/2020,203
Colorado,5694287,COVID-19 in Colorado by Age Group,40-49,,Percent of Cases,17.27,3/26/2020,204
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",,Cases,1,3/26/2020,205
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",,Cases,6,3/24/2020,206
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",,Cases,25,3/26/2020,207
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",,Cases,221,3/26/2020,208
Colorado,5694287,COVID-19 in Colorado by Age Group,50-59,,Percent of Cases,17.13,3/26/2020,209
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",,Cases,2,3/26/2020,210
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",,Cases,40,3/26/2020,211
Colorado,5694287,"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",,Cases,203,3/26/2020,212
Colorado,5694287,COVID-19 in Colorado by Age Group,60-69,,Percent of Cases,14.06,3/26/2020,213
