OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
51,08,121,08121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,11143769306.3555,459622.732781113,113
52,08,035,08035,DOUGLAS,Douglas,Douglas County,381,342842,111.13,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,3653484422.51172,276727.953834991,113
53,08,021,08021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,5279802537.71094,331488.671176898,113
54,08,041,08041,EL PASO,El Paso,El Paso County,734,714395,102.74,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,9102643574.50391,401357.096288885,113
55,08,061,08061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,7549913092.20313,424067.864853848,113
56,08,119,08119,TELLER,Teller,Teller County,24,25060,95.77,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,2392495005.71094,233307.545938797,113
57,08,051,08051,GUNNISON,Gunnison,Gunnison County,117,17173,681.3,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,13869269448.5195,669945.263503513,113
58,08,009,08009,BACA,Baca,Baca County,10,3547,281.93,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,10491691046.9727,413607.350631197,113
59,08,039,08039,ELBERT,Elbert,Elbert County,24,26218,91.54,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,8013602362.3125,412091.404768861,113
60,08,077,08077,MESA,Mesa,Mesa County,35,153630,22.78,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,14355754237.5938,614897.951141589,113
61,08,033,08033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,4433037486.37891,377983.232895077,113
62,08,005,08005,ARAPAHOE,Arapahoe,Arapahoe County,1602,651342,245.95,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,3523320321.52344,435283.847309801,113
63,08,071,08071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,19590463047.1133,660024.150359288,113
64,08,049,08049,GRAND,Grand,Grand County,4,15474,-1,5695430,126,10106,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 19, 2020",47466,1880,449,56,177.48,8286034228.99609,526946.918699701,113
