OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
39,8,107,8107,ROUTT,Routt,Routt County,19,25683,73.98,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,10614530972,532136.2569
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,4669808238,359599.2011
41,8,123,8123,WELD,Weld,Weld County,293,314251,93.24,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,18041133099,641092.2686
42,8,69,8069,LARIMER,Larimer,Larimer County,107,350362,30.54,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,11869666547,482557.2348
43,8,65,8065,LAKE,Lake,Lake County,2,7762,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,1658108650,213386.2885
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,3769075954,271469.1412
45,8,47,8047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,661227908.6,121354.0504
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,10467950651,420189.2132
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,7304560869,472651.7462
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,4,7157,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,9363594130,400120.7245
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,6,9663,62.09,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,1736216264,211108.2631
50,8,75,8075,LOGAN,Logan,Logan County,6,21854,27.45,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,8328152552,372747.6825
51,8,121,8121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,11143769306,459622.7328
52,8,35,8035,DOUGLAS,Douglas,Douglas County,158,342842,46.09,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,3653484423,276727.9538
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,5279802538,331488.6712
54,8,41,8041,EL PASO,El Paso,El Paso County,314,714395,43.95,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,9102643575,401357.0963
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,7549913092,424067.8649
56,8,119,8119,TELLER,Teller,Teller County,7,25060,27.93,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,2392495006,233307.5459
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,84,17173,489.14,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,13869269449,669945.2635
58,8,9,8009,BACA,Baca,Baca County,3,3547,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,10491691047,413607.3506
59,8,39,8039,ELBERT,Elbert,Elbert County,5,26218,19.07,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,8013602362,412091.4048
60,8,77,8077,MESA,Mesa,Mesa County,14,153630,9.11,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,14355754238,614897.9511
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,4433037486,377983.2329
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,381,651342,58.49,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,3523320322,435283.8473
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,0,14491,0,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,19590463047,660024.1504
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,139,3342,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 31, 2020",18645,620,80,50,58.69,8286034229,526946.9187
