OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
26,8,29,8029,DELTA,Delta,Delta County,6,30936,19.39,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,4913548288,340015.0705,59
27,8,45,8045,GARFIELD,Garfield,Garfield County,52,59807,86.95,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,12911081556,662380.0473,59
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,14232867248,615863.6668,59
29,8,87,8087,MORGAN,Morgan,Morgan County,51,28503,178.93,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,5761403666,305025.0675,59
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,11104214488,501503.38,59
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,12,26159,45.87,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,8372827721,400009.0561,59
32,8,1,8001,ADAMS,Adams,Adams County,543,511473,106.16,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 9, 2020",32653,1312,250,56,114.33,5210141150,511835.4009,59
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,3634702483,263045.3888,59
34,8,89,8089,OTERO,Otero,Otero County,5,18364,27.23,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,5290668251,335426.3309,59
35,8,95,8095,PHILLIPS,Phillips,Phillips County,4,4266,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,3093819024,227633.7382,59
36,8,91,8091,OURAY,Ouray,Ouray County,4,4798,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,2274816289,272615.6231,59
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,6430590599,323583.7276,59
38,8,7,8007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,5542147892,332854.3759,59
39,8,107,8107,ROUTT,Routt,Routt County,35,25683,136.28,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,10614530972,532136.2569,59
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,4669808238,359599.2011,59
41,8,123,8123,WELD,Weld,Weld County,649,314251,206.52,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,18041133099,641092.2686,59
42,8,69,8069,LARIMER,Larimer,Larimer County,177,350362,50.52,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,11869666547,482557.2348,59
43,8,65,8065,LAKE,Lake,Lake County,4,7762,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,1658108650,213386.2885,59
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,3769075954,271469.1412,59
45,8,47,8047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,661227908.6,121354.0504,59
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,10467950651,420189.2132,59
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,7304560869,472651.7462,59
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,6,7157,83.83,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,9363594130,400120.7245,59
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,1736216264,211108.2631,59
50,8,75,8075,LOGAN,Logan,Logan County,13,21854,59.49,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,8328152552,372747.6825,59
51,8,121,8121,WASHINGTON,Washington,Washington County,2,4729,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,11143769306,459622.7328,59
52,8,35,8035,DOUGLAS,Douglas,Douglas County,282,342842,82.25,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,3653484423,276727.9538,59
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,5279802538,331488.6712,59
54,8,41,8041,EL PASO,El Paso,El Paso County,550,714395,76.99,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,9102643575,401357.0963,59
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,7549913092,424067.8649,59
56,8,119,8119,TELLER,Teller,Teller County,12,25060,47.89,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,2392495006,233307.5459,59
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,101,17173,588.13,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,13869269449,669945.2635,59
58,8,9,8009,BACA,Baca,Baca County,9,3547,253.74,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,10491691047,413607.3506,59
59,8,39,8039,ELBERT,Elbert,Elbert County,13,26218,49.58,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,8013602362,412091.4048,59
60,8,77,8077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,14355754238,614897.9511,59
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,4433037486,377983.2329,59
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,931,651342,142.94,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,3523320322,435283.8473,59
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,2,14491,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,19590463047,660024.1504,59
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,145,6510,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 9, 2020",32653,1312,250,56,114.33,8286034229,526946.9187,59
