OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,5044736712,326902.58,41
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,50,69453,71.99,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,148046030.4,146355.8305,41
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,22,20028,109.85,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,4328004367,386588.2056,41
23,8,25,8025,CROWLEY,Crowley,Crowley County,1,5857,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3373467236,243673.4216,41
24,8,43,8043,FREMONT,Fremont,Fremont County,3,47912,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,6491723773,368122.6367,41
25,8,55,8055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,6600175788,473895.539,41
26,8,29,8029,DELTA,Delta,Delta County,5,30936,16.16,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,4913548288,340015.0705,41
27,8,45,8045,GARFIELD,Garfield,Garfield County,47,59807,78.59,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,12911081556,662380.0473,41
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,14232867248,615863.6668,41
29,8,87,8087,MORGAN,Morgan,Morgan County,19,28503,66.66,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,5761403666,305025.0675,41
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,11104214488,501503.38,41
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,8,26159,30.58,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,8372827721,400009.0561,41
32,8,1,8001,ADAMS,Adams,Adams County,367,511473,71.75,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 5, 2020",26875,994,150,54,90.83,5210141150,511835.4009,41
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3634702483,263045.3888,41
34,8,89,8089,OTERO,Otero,Otero County,4,18364,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,5290668251,335426.3309,41
35,8,95,8095,PHILLIPS,Phillips,Phillips County,3,4266,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3093819024,227633.7382,41
36,8,91,8091,OURAY,Ouray,Ouray County,2,4798,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,2274816289,272615.6231,41
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,6430590599,323583.7276,41
38,8,7,8007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,5542147892,332854.3759,41
39,8,107,8107,ROUTT,Routt,Routt County,29,25683,112.92,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,10614530972,532136.2569,41
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,4669808238,359599.2011,41
41,8,123,8123,WELD,Weld,Weld County,504,314251,160.38,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,18041133099,641092.2686,41
42,8,69,8069,LARIMER,Larimer,Larimer County,158,350362,45.1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,11869666547,482557.2348,41
43,8,65,8065,LAKE,Lake,Lake County,3,7762,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,1658108650,213386.2885,41
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3769075954,271469.1412,41
45,8,47,8047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,661227908.6,121354.0504,41
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,10467950651,420189.2132,41
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,7304560869,472651.7462,41
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,5,7157,69.86,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,9363594130,400120.7245,41
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,6,9663,62.09,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,1736216264,211108.2631,41
50,8,75,8075,LOGAN,Logan,Logan County,11,21854,50.33,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,8328152552,372747.6825,41
51,8,121,8121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,11143769306,459622.7328,41
52,8,35,8035,DOUGLAS,Douglas,Douglas County,227,342842,66.21,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3653484423,276727.9538,41
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,5279802538,331488.6712,41
54,8,41,8041,EL PASO,El Paso,El Paso County,441,714395,61.73,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,9102643575,401357.0963,41
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,7549913092,424067.8649,41
56,8,119,8119,TELLER,Teller,Teller County,11,25060,43.89,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,2392495006,233307.5459,41
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,95,17173,553.19,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,13869269449,669945.2635,41
58,8,9,8009,BACA,Baca,Baca County,9,3547,253.74,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,10491691047,413607.3506,41
59,8,39,8039,ELBERT,Elbert,Elbert County,9,26218,34.33,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,8013602362,412091.4048,41
60,8,77,8077,MESA,Mesa,Mesa County,25,153630,16.27,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,14355754238,614897.9511,41
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,4433037486,377983.2329,41
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,652,651342,100.1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,3523320322,435283.8473,41
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,1,14491,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,19590463047,660024.1504,41
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,276,5172,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 5, 2020",26875,994,150,54,90.83,8286034229,526946.9187,41
