Name,Desc_,Date,Cases,Tested,Deaths,DthCOVID19,Population,Rate,Hosp,Counties,Outbreaks,ObjectId
Colorado,State Data,5/26/2020,24565,157036,1352,1114,5694287,431.4,4160,60,267,71
Colorado,State Data,5/27/2020,24767,160796,1392,1135,5694287,434.94,4196,60,271,72
Colorado,State Data,5/28/2020,25121,166596,1421,1168,5694287,441.16,4254,60,272,73
Colorado,State Data,5/29/2020,25613,173300,1436,1181,5694287,449.8,4307,60,277,74
Colorado,State Data,5/30/2020,26098,178196,1443,1181,5694287,458.32,4333,60,280,75
Colorado,State Data,5/31/2020,26378,183947,1445,1181,5694287,463.24,4347,60,281,76
Colorado,State Data,6/1/2020,26577,188069,1458,1185,5694287,466.73,4372,60,282,77
Colorado,State Data,6/2/2020,26788,190700,1474,1228,5694287,470.44,4419,60,284,78
Colorado,State Data,6/3/2020,27060,194697,1494,1254,5694287,475.21,4443,60,292,79
Colorado,State Data,6/4/2020,27360,200912,1512,1255,5694287,480.48,4460,60,294,80
Colorado,State Data,6/5/2020,27615,205761,1524,1274,5694287,484.96,4472,60,296,81
Colorado,State Data,6/6/2020,27848,210485,1527,1274,5694287,489.05,4480,60,299,82
Colorado,State Data,6/7/2020,28001,214940,1527,1274,5694287,491.74,4485,60,299,83
Colorado,State Data,6/8/2020,28183,219331,1543,1292,5694287,494.93,4859,60,299,84
Colorado,State Data,6/9/2020,28347,223534,1553,1312,5694287,497.81,5025,60,301,85
Colorado,State Data,6/10/2020,28499,227761,1573,1328,5694287,500.48,5035,60,306,86
Colorado,State Data,6/11/2020,28647,231763,1583,1339,5694287,503.08,5057,60,308,87
Colorado,State Data,6/12/2020,28822,236461,1595,1348,5694287,506.16,5234,60,308,88
Colorado,State Data,6/13/2020,29017,242034,1598,1348,5694287,509.58,5244,60,309,89
Colorado,State Data,6/14/2020,29130,246478,1599,1348,5694287,511.57,5244,60,312,90
Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,,,,,,,,,,,91
Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,,,,,,,,,,,92
Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,,,,,,,,,,,93
Note,Deaths due to COVID-19 (updated through the previous Saturday): https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),,,,,,,,,,,94
