OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
11,Moffat County,08081,Moffat,08,MOFFAT,081,6,13181,45.52,6,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",21378597682.3633,615436.363722786
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,1748,579491,301.64,1716,32,107,105,2,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3379799618.59766,374132.11754513
13,Summit County,08117,Summit,08,SUMMIT,117,175,30973,565.01,174,1,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",2707648429.75781,325660.775440309
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,186,167116,111.3,188,-2,13,12,1,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",10064732291.2969,426421.345889861
15,Boulder County,08013,Boulder,08,BOULDER,013,805,325476,247.33,797,8,58,57,1,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3280791024.07031,290982.502053684
16,Denver County,08031,Denver,08,DENVER,031,4359,717797,607.27,4254,105,237,233,4,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",680063925.65625,341638.127461467
17,Montrose County,08085,Montrose,08,MONTROSE,085,129,42260,305.25,128,1,11,11,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",9473395348.78906,544456.741798932
18,Eagle County,08037,Eagle,08,EAGLE,037,564,54863,1028.02,562,2,8,8,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",7395854605.48047,390147.77807481
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,22,8177,269.05,22,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5384599734.96484,409162.439815051
20,Costilla County,08023,Costilla,08,COSTILLA,023,4,3809,-1,4,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5044736712.28125,326902.580049715
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,204,69453,293.72,203,1,22,20,2,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",148046030.359375,146355.830495437
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,69,20028,344.52,69,0,17,17,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",4328004367.16797,386588.205582361
23,Crowley County,08025,Crowley,08,CROWLEY,025,39,5857,665.87,39,0,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3373467236.0625,243673.421602718
24,Fremont County,08043,Fremont,08,FREMONT,043,25,47912,52.18,23,2,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",6491723772.80859,368122.636694602
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,3,6854,-1,3,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",6600175788.24219,473895.539017731
26,Delta County,08029,Delta,08,DELTA,029,54,30936,174.55,54,0,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",4913548287.83594,340015.070505667
27,Garfield County,08045,Garfield,08,GARFIELD,045,112,59807,187.27,112,0,2,2,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",12911081555.8047,662380.047263359
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,1,6305,-1,1,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",14232867247.625,615863.666810983
29,Morgan County,08087,Morgan,08,MORGAN,087,534,28503,1873.49,527,7,26,24,2,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5761403665.51953,305025.067510655
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,3,5584,-1,3,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",11104214487.6953,501503.379966312
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,25,26159,95.57,25,0,3,3,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",8372827720.81641,400009.056123532
32,Adams County,08001,Adams,08,ADAMS,001,2448,511473,478.62,2374,74,91,86,5,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5210141150.01953,511835.400891218
33,Mineral County,08079,Mineral,08,MINERAL,079,2,777,-1,2,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3634702483.06641,263045.388781546
34,Otero County,08089,Otero,08,OTERO,089,11,18364,59.9,11,0,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5290668251.41406,335426.330930159
35,Phillips County,08095,Phillips,08,PHILLIPS,095,9,4266,210.97,9,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3093819023.79688,227633.738214857
36,Ouray County,08091,Ouray,08,OURAY,091,6,4798,125.05,6,0,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",2274816289.12891,272615.623145942
37,Bent County,08011,Bent,08,BENT,011,1,5819,-1,1,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",6430590598.72656,323583.727603443
38,Archuleta County,08007,Archuleta,08,ARCHULETA,007,8,13737,58.24,8,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5542147892.29297,332854.375928837
39,Routt County,08107,Routt,08,ROUTT,107,59,25683,229.72,59,0,6,6,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",10614530971.7148,532136.256905045
40,Hinsdale County,08053,Hinsdale,08,HINSDALE,053,3,804,-1,3,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",4669808237.98828,359599.201114798
41,Weld County,08123,Weld,08,WELD,123,2232,314251,710.26,2211,21,119,119,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",18041133099.0898,641092.26859247
42,Larimer County,08069,Larimer,08,LARIMER,069,463,350362,132.15,456,7,19,19,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",11869666547.0664,482557.23477005
43,Lake County,08065,Lake,08,LAKE,065,23,7762,296.32,23,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",1658108649.73438,213386.288543794
44,Rio Grande County,08105,Rio Grande,08,RIO GRANDE,105,7,11226,62.36,7,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3769075953.91406,271469.141210196
45,Gilpin County,08047,Gilpin,08,GILPIN,047,2,6097,-1,1,1,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",661227908.605469,121354.050357325
46,Yuma County,08125,Yuma,08,YUMA,125,11,10029,109.68,11,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",10467950650.7617,420189.213207024
47,Jackson County,08057,Jackson,08,JACKSON,057,0,1396,0,0,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",7304560868.78125,472651.746203251
48,Kit Carson County,08063,Kit Carson,08,KIT CARSON,063,25,7157,349.31,25,0,2,2,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",9363594130.41406,400120.724499853
49,Clear Creek County,08019,Clear Creek,08,CLEAR CREEK,019,15,9663,155.23,15,0,1,1,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",1736216264.01172,211108.263142895
50,Logan County,08075,Logan,08,LOGAN,075,483,21854,2210.12,480,3,3,3,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",8328152552.15234,372747.682548311
51,Washington County,08121,Washington,08,WASHINGTON,121,9,4729,190.32,9,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",11143769306.3555,459622.732781113
52,Douglas County,08035,Douglas,08,DOUGLAS,035,621,342842,181.13,612,9,31,30,1,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3653484422.51172,276727.953834991
53,Conejos County,08021,Conejos,08,CONEJOS,021,1,8136,-1,1,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",5279802537.71094,331488.671176898
54,El Paso County,08041,El Paso,08,EL PASO,041,1204,714395,168.53,1175,29,81,81,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",9102643574.50391,401357.096288885
55,Kiowa County,08061,Kiowa,08,KIOWA,061,0,1373,0,0,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",7549913092.20313,424067.864853848
56,Teller County,08119,Teller,08,TELLER,119,31,25060,123.7,31,0,2,2,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",2392495005.71094,233307.545938797
57,Gunnison County,08051,Gunnison,08,GUNNISON,051,182,17173,1059.8,180,2,6,6,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",13869269448.5195,669945.263503513
58,Baca County,08009,Baca,08,BACA,009,12,3547,338.31,12,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",10491691046.9727,413607.350631197
59,Elbert County,08039,Elbert,08,ELBERT,039,41,26218,156.38,41,0,2,2,0,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",8013602362.3125,412091.404768861
60,Mesa County,08077,Mesa,08,MESA,077,51,153630,33.2,51,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",14355754237.5938,614897.951141589
61,Dolores County,08033,Dolores,08,DOLORES,033,0,2053,0,0,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",4433037486.37891,377983.232895077
62,Arapahoe County,08005,Arapahoe,08,ARAPAHOE,005,3526,651342,541.34,3464,62,213,200,13,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",3523320321.52344,435283.847309801
63,Las Animas County,08071,Las Animas,08,LAS ANIMAS,071,4,14491,-1,4,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",19590463047.1133,660024.150359288
64,Grand County,08049,Grand,08,GRAND,049,5,15474,32.31,5,0,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",8286034228.99609,526946.918699701
65,OUT OF STATE,,OUT OF STATE,08,OUT OF STATE,,25,,,33,-8,,,,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",,
66,UNKNOWN,,UNKNOWN,08,UNKNOWN,,46,,,52,-6,1,3,-2,20838,5694287,365.95,1091,3789,115996,60,208,Colorado Department of Public Health and Environment,"Data through May 13, 2020",,
