OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
36,8,91,8091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2274816289,272615.6231,111
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,6430590599,323583.7276,111
38,8,7,8007,ARCHULETA,Archuleta,Archuleta County,7,13737,50.96,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5542147892,332854.3759,111
39,8,107,8107,ROUTT,Routt,Routt County,49,25683,190.79,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10614530972,532136.2569,111
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4669808238,359599.2011,111
41,8,123,8123,WELD,Weld,Weld County,1070,314251,340.49,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,18041133099,641092.2686,111
42,8,69,8069,LARIMER,Larimer,Larimer County,239,350362,68.22,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,11869666547,482557.2348,111
43,8,65,8065,LAKE,Lake,Lake County,8,7762,103.07,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,1658108650,213386.2885,111
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3769075954,271469.1412,111
45,8,47,8047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,661227908.6,121354.0504,111
46,8,125,8125,YUMA,Yuma,Yuma County,3,10029,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10467950651,420189.2132,111
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7304560869,472651.7462,111
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,18,7157,251.5,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9363594130,400120.7245,111
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,1736216264,211108.2631,111
50,8,75,8075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8328152552,372747.6825,111
51,8,121,8121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,11143769306,459622.7328,111
52,8,35,8035,DOUGLAS,Douglas,Douglas County,368,342842,107.34,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3653484423,276727.9538,111
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,5279802538,331488.6712,111
54,8,41,8041,EL PASO,El Paso,El Paso County,731,714395,102.32,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,9102643575,401357.0963,111
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,7549913092,424067.8649,111
56,8,119,8119,TELLER,Teller,Teller County,24,25060,95.77,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,2392495006,233307.5459,111
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,114,17173,663.83,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,13869269449,669945.2635,111
58,8,9,8009,BACA,Baca,Baca County,10,3547,281.93,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,10491691047,413607.3506,111
59,8,39,8039,ELBERT,Elbert,Elbert County,23,26218,87.73,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8013602362,412091.4048,111
60,8,77,8077,MESA,Mesa,Mesa County,35,153630,22.78,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,14355754238,614897.9511,111
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,4433037486,377983.2329,111
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,1536,651342,235.82,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,3523320322,435283.8473,111
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,19590463047,660024.1504,111
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,114,9730,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 18, 2020",46195,1813,422,56,170.87,8286034229,526946.9187,111
