OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
50,Logan County,8075,Logan,8,LOGAN,75,291,21854,1331.56,288,3,1,1,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",8328152552,372747.6825
51,Washington County,8121,Washington,8,WASHINGTON,121,8,4729,169.17,8,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",11143769306,459622.7328
52,Douglas County,8035,Douglas,8,DOUGLAS,35,526,342842,153.42,518,8,23,23,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",3653484423,276727.9538
53,Conejos County,8021,Conejos,8,CONEJOS,21,0,8136,0,0,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",5279802538,331488.6712
54,El Paso County,8041,El Paso,8,EL PASO,41,994,714395,139.14,988,6,75,74,1,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",9102643575,401357.0963
55,Kiowa County,8061,Kiowa,8,KIOWA,61,0,1373,0,0,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",7549913092,424067.8649
56,Teller County,8119,Teller,8,TELLER,119,28,25060,111.73,28,0,2,2,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",2392495006,233307.5459
57,Gunnison County,8051,Gunnison,8,GUNNISON,51,165,17173,960.81,165,0,5,5,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",13869269449,669945.2635
58,Baca County,8009,Baca,8,BACA,9,12,3547,338.31,10,2,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",10491691047,413607.3506
59,Elbert County,8039,Elbert,8,ELBERT,39,31,26218,118.24,31,0,1,1,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",8013602362,412091.4048
60,Mesa County,8077,Mesa,8,MESA,77,47,153630,30.59,47,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",14355754238,614897.9511
61,Dolores County,8033,Dolores,8,DOLORES,33,0,2053,0,0,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",4433037486,377983.2329
62,Arapahoe County,8005,Arapahoe,8,ARAPAHOE,5,2706,651342,415.45,2625,81,156,153,3,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",3523320322,435283.8473
63,Las Animas County,8071,Las Animas,8,LAS ANIMAS,71,3,14491,-1,3,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",19590463047,660024.1504
64,Grand County,8049,Grand,8,GRAND,49,5,15474,32.31,5,0,,,,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",8286034229,526946.9187
65,OUT OF STATE,,OUT OF STATE,8,OUT OF STATE,,108,,,107,1,2,2,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",,
66,UNKNOWN,,UNKNOWN,8,UNKNOWN,,134,,,119,15,2,2,0,16635,5694287,292.13,842,2799,81352,56,163,Colorado Department of Public Health and Environment,"Data through May 2, 2020",,
