OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,2,11226,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,3769075954,271469.1412
45,8,47,8047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,661227908.6,121354.0504
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,10467950651,420189.2132
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,7304560869,472651.7462
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,1,7157,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,9363594130,400120.7245
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,3,9663,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,1736216264,211108.2631
50,8,75,8075,LOGAN,Logan,Logan County,5,21854,22.88,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,8328152552,372747.6825
51,8,121,8121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,11143769306,459622.7328
52,8,35,8035,DOUGLAS,Douglas,Douglas County,92,342842,26.83,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,3653484423,276727.9538
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,5279802538,331488.6712
54,8,41,8041,EL PASO,El Paso,El Paso County,184,714395,25.76,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,9102643575,401357.0963
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,7549913092,424067.8649
56,8,119,8119,TELLER,Teller,Teller County,7,25060,27.93,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,2392495006,233307.5459
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,78,17173,454.2,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,13869269449,669945.2635
58,8,9,8009,BACA,Baca,Baca County,1,3547,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,10491691047,413607.3506
59,8,39,8039,ELBERT,Elbert,Elbert County,3,26218,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,8013602362,412091.4048
60,8,77,8077,MESA,Mesa,Mesa County,7,153630,4.56,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,14355754238,614897.9511
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,4433037486,377983.2329
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,204,651342,31.32,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,3523320322,435283.8473
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,0,14491,0,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,19590463047,660024.1504
64,8,49,8049,GRAND,Grand,Grand County,2,15474,-1,5695430,167,2061,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through March 27, 2020",13276,274,44,44,36.19,8286034229,526946.9187
