OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,5279802538,331488.6712,67
54,8,41,8041,EL PASO,El Paso,El Paso County,578,714395,80.91,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,9102643575,401357.0963,67
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,7549913092,424067.8649,67
56,8,119,8119,TELLER,Teller,Teller County,12,25060,47.89,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,2392495006,233307.5459,67
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,102,17173,593.96,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,13869269449,669945.2635,67
58,8,9,8009,BACA,Baca,Baca County,10,3547,281.93,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,10491691047,413607.3506,67
59,8,39,8039,ELBERT,Elbert,Elbert County,14,26218,53.4,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8013602362,412091.4048,67
60,8,77,8077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,14355754238,614897.9511,67
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,4433037486,377983.2329,67
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,998,651342,153.22,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,3523320322,435283.8473,67
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,2,14491,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,19590463047,660024.1504,67
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,175,6893,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 10, 2020",34873,1376,274,56,121.05,8286034229,526946.9187,67
