OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
13,8,117,8117,SUMMIT,Summit,Summit County,86,30973,277.66,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2707648430,325660.7754,107
14,8,101,8101,PUEBLO,Pueblo,Pueblo County,84,167116,50.26,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10064732291,426421.3459,107
15,8,13,8013,BOULDER,Boulder,Boulder County,342,325476,105.08,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3280791024,290982.5021,107
16,8,31,8031,DENVER,Denver,Denver County,1723,717797,240.04,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,680063925.7,341638.1275,107
17,8,85,8085,MONTROSE,Montrose,Montrose County,72,42260,170.37,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9473395349,544456.7418,107
18,8,37,8037,EAGLE,Eagle,Eagle County,483,54863,880.37,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7395854605,390147.7781,107
19,8,113,8113,SAN MIGUEL,San Miguel,San Miguel County,13,8177,158.98,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5384599735,409162.4398,107
20,8,23,8023,COSTILLA,Costilla,Costilla County,3,3809,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5044736712,326902.58,107
21,8,14,8014,BROOMFIELD,Broomfield,Broomfield County,101,69453,145.42,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,148046030.4,146355.8305,107
22,8,15,8015,CHAFFEE,Chaffee,Chaffee County,37,20028,184.74,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4328004367,386588.2056,107
23,8,25,8025,CROWLEY,Crowley,Crowley County,2,5857,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3373467236,243673.4216,107
24,8,43,8043,FREMONT,Fremont,Fremont County,9,47912,18.78,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6491723773,368122.6367,107
25,8,55,8055,HUERFANO,Huerfano,Huerfano County,1,6854,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6600175788,473895.539,107
26,8,29,8029,DELTA,Delta,Delta County,19,30936,61.42,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4913548288,340015.0705,107
27,8,45,8045,GARFIELD,Garfield,Garfield County,70,59807,117.04,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,12911081556,662380.0473,107
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,14232867248,615863.6668,107
29,8,87,8087,MORGAN,Morgan,Morgan County,147,28503,515.74,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5761403666,305025.0675,107
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,3,5584,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11104214488,501503.38,107
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,13,26159,49.7,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8372827721,400009.0561,107
32,8,1,8001,ADAMS,Adams,Adams County,894,511473,174.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 17, 2020",44606,1797,411,56,165.66,5210141150,511835.4009,107
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3634702483,263045.3888,107
34,8,89,8089,OTERO,Otero,Otero County,6,18364,32.67,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5290668251,335426.3309,107
35,8,95,8095,PHILLIPS,Phillips,Phillips County,5,4266,117.21,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3093819024,227633.7382,107
36,8,91,8091,OURAY,Ouray,Ouray County,5,4798,104.21,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2274816289,272615.6231,107
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,6430590599,323583.7276,107
38,8,7,8007,ARCHULETA,Archuleta,Archuleta County,7,13737,50.96,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5542147892,332854.3759,107
39,8,107,8107,ROUTT,Routt,Routt County,49,25683,190.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10614530972,532136.2569,107
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4669808238,359599.2011,107
41,8,123,8123,WELD,Weld,Weld County,1029,314251,327.45,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,18041133099,641092.2686,107
42,8,69,8069,LARIMER,Larimer,Larimer County,231,350362,65.93,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11869666547,482557.2348,107
43,8,65,8065,LAKE,Lake,Lake County,8,7762,103.07,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,1658108650,213386.2885,107
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3769075954,271469.1412,107
45,8,47,8047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,661227908.6,121354.0504,107
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10467950651,420189.2132,107
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7304560869,472651.7462,107
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,14,7157,195.61,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9363594130,400120.7245,107
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,1736216264,211108.2631,107
50,8,75,8075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8328152552,372747.6825,107
51,8,121,8121,WASHINGTON,Washington,Washington County,6,4729,126.88,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,11143769306,459622.7328,107
52,8,35,8035,DOUGLAS,Douglas,Douglas County,360,342842,105,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3653484423,276727.9538,107
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,5279802538,331488.6712,107
54,8,41,8041,EL PASO,El Paso,El Paso County,721,714395,100.92,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,9102643575,401357.0963,107
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,7549913092,424067.8649,107
56,8,119,8119,TELLER,Teller,Teller County,18,25060,71.83,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,2392495006,233307.5459,107
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,114,17173,663.83,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,13869269449,669945.2635,107
58,8,9,8009,BACA,Baca,Baca County,10,3547,281.93,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,10491691047,413607.3506,107
59,8,39,8039,ELBERT,Elbert,Elbert County,23,26218,87.73,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8013602362,412091.4048,107
60,8,77,8077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,14355754238,614897.9511,107
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,4433037486,377983.2329,107
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,1498,651342,229.99,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,3523320322,435283.8473,107
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,19590463047,660024.1504,107
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,80,9433,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 17, 2020",44606,1797,411,56,165.66,8286034229,526946.9187,107
