OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
23,Crowley County,8025,Crowley,8,CROWLEY,25,3,5857,-1,2,1,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3373467236,243673.4216
24,Fremont County,8043,Fremont,8,FREMONT,43,22,47912,45.92,22,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",6491723773,368122.6367
25,Huerfano County,8055,Huerfano,8,HUERFANO,55,2,6854,-1,2,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",6600175788,473895.539
26,Delta County,8029,Delta,8,DELTA,29,46,30936,148.69,44,2,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",4913548288,340015.0705
27,Garfield County,8045,Garfield,8,GARFIELD,45,93,59807,155.5,93,0,2,2,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",12911081556,662380.0473
28,Rio Blanco County,8103,Rio Blanco,8,RIO BLANCO,103,1,6305,-1,1,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",14232867248,615863.6668
29,Morgan County,8087,Morgan,8,MORGAN,87,384,28503,1347.23,372,12,17,16,1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",5761403666,305025.0675
30,Lincoln County,8073,Lincoln,8,LINCOLN,73,3,5584,-1,3,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",11104214488,501503.38
31,Montezuma County,8083,Montezuma,8,MONTEZUMA,83,16,26159,61.16,16,0,2,2,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",8372827721,400009.0561
32,Adams County,8001,Adams,8,ADAMS,1,1665,511473,325.53,1585,80,68,63,5,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",5210141150,511835.4009
33,Mineral County,8079,Mineral,8,MINERAL,79,2,777,-1,2,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3634702483,263045.3888
34,Otero County,8089,Otero,8,OTERO,89,10,18364,54.45,10,0,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",5290668251,335426.3309
35,Phillips County,8095,Phillips,8,PHILLIPS,95,5,4266,117.21,5,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3093819024,227633.7382
36,Ouray County,8091,Ouray,8,OURAY,91,5,4798,104.21,5,0,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",2274816289,272615.6231
37,Bent County,8011,Bent,8,BENT,11,0,5819,0,0,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",6430590599,323583.7276
38,Archuleta County,8007,Archuleta,8,ARCHULETA,7,8,13737,58.24,8,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",5542147892,332854.3759
39,Routt County,8107,Routt,8,ROUTT,107,55,25683,214.15,56,-1,5,4,1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",10614530972,532136.2569
40,Hinsdale County,8053,Hinsdale,8,HINSDALE,53,3,804,-1,3,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",4669808238,359599.2011
41,Weld County,8123,Weld,8,WELD,123,1802,314251,573.43,1776,26,100,95,5,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",18041133099,641092.2686
42,Larimer County,8069,Larimer,8,LARIMER,69,377,350362,107.6,363,14,18,19,-1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",11869666547,482557.2348
43,Lake County,8065,Lake,8,LAKE,65,19,7762,244.78,18,1,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",1658108650,213386.2885
44,Rio Grande County,8105,Rio Grande,8,RIO GRANDE,105,7,11226,62.36,7,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3769075954,271469.1412
45,Gilpin County,8047,Gilpin,8,GILPIN,47,1,6097,-1,1,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",661227908.6,121354.0504
46,Yuma County,8125,Yuma,8,YUMA,125,9,10029,89.74,8,1,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",10467950651,420189.2132
47,Jackson County,8057,Jackson,8,JACKSON,57,0,1396,0,0,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",7304560869,472651.7462
48,Kit Carson County,8063,Kit Carson,8,KIT CARSON,63,21,7157,293.42,21,0,2,2,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",9363594130,400120.7245
49,Clear Creek County,8019,Clear Creek,8,CLEAR CREEK,19,13,9663,134.53,13,0,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",1736216264,211108.2631
50,Logan County,8075,Logan,8,LOGAN,75,282,21854,1290.38,282,0,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",8328152552,372747.6825
51,Washington County,8121,Washington,8,WASHINGTON,121,7,4729,148.02,7,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",11143769306,459622.7328
52,Douglas County,8035,Douglas,8,DOUGLAS,35,502,342842,146.42,478,24,23,22,1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3653484423,276727.9538
53,Conejos County,8021,Conejos,8,CONEJOS,21,0,8136,0,0,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",5279802538,331488.6712
54,El Paso County,8041,El Paso,8,EL PASO,41,964,714395,134.94,934,30,71,70,1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",9102643575,401357.0963
55,Kiowa County,8061,Kiowa,8,KIOWA,61,0,1373,0,0,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",7549913092,424067.8649
56,Teller County,8119,Teller,8,TELLER,119,28,25060,111.73,28,0,2,2,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",2392495006,233307.5459
57,Gunnison County,8051,Gunnison,8,GUNNISON,51,164,17173,954.99,166,-2,5,5,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",13869269449,669945.2635
58,Baca County,8009,Baca,8,BACA,9,10,3547,281.93,10,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",10491691047,413607.3506
59,Elbert County,8039,Elbert,8,ELBERT,39,30,26218,114.43,29,1,1,1,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",8013602362,412091.4048
60,Mesa County,8077,Mesa,8,MESA,77,47,153630,30.59,46,1,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",14355754238,614897.9511
61,Dolores County,8033,Dolores,8,DOLORES,33,0,2053,0,0,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",4433037486,377983.2329
62,Arapahoe County,8005,Arapahoe,8,ARAPAHOE,5,2557,651342,392.57,2472,85,152,141,11,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",3523320322,435283.8473
63,Las Animas County,8071,Las Animas,8,LAS ANIMAS,71,3,14491,-1,3,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",19590463047,660024.1504
64,Grand County,8049,Grand,8,GRAND,49,5,15474,32.31,5,0,,,,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",8286034229,526946.9187
65,OUT OF STATE,,OUT OF STATE,8,OUT OF STATE,,107,,,77,30,2,2,0,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",,
66,UNKNOWN,,UNKNOWN,8,UNKNOWN,,94,,,81,13,2,1,1,15768,5694287,276.91,820,2747,75259,56,161,Colorado Department of Public Health and Environment,"Data through April 30, 2020",,
