OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
27,8,45,8045,GARFIELD,Garfield,Garfield County,49,59807,81.93,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,12911081556,662380.0473,48
28,8,103,8103,RIO BLANCO,Rio Blanco,Rio Blanco County,1,6305,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,14232867248,615863.6668,48
29,8,87,8087,MORGAN,Morgan,Morgan County,23,28503,80.69,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,5761403666,305025.0675,48
30,8,73,8073,LINCOLN,Lincoln,Lincoln County,1,5584,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,11104214488,501503.38,48
31,8,83,8083,MONTEZUMA,Montezuma,Montezuma County,8,26159,30.58,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,8372827721,400009.0561,48
32,8,1,8001,ADAMS,Adams,Adams County,417,511473,81.53,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County of Identification,"Data through April 7, 2020",29199,1162,193,54,99.31,5210141150,511835.4009,48
33,8,79,8079,MINERAL,Mineral,Mineral County,2,777,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,3634702483,263045.3888,48
34,8,89,8089,OTERO,Otero,Otero County,4,18364,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,5290668251,335426.3309,48
35,8,95,8095,PHILLIPS,Phillips,Phillips County,4,4266,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,3093819024,227633.7382,48
36,8,91,8091,OURAY,Ouray,Ouray County,3,4798,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,2274816289,272615.6231,48
37,8,11,8011,BENT,Bent,Bent County,0,5819,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,6430590599,323583.7276,48
38,8,7,8007,ARCHULETA,Archuleta,Archuleta County,6,13737,43.68,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,5542147892,332854.3759,48
39,8,107,8107,ROUTT,Routt,Routt County,32,25683,124.6,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,10614530972,532136.2569,48
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,1,804,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,4669808238,359599.2011,48
41,8,123,8123,WELD,Weld,Weld County,573,314251,182.34,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,18041133099,641092.2686,48
42,8,69,8069,LARIMER,Larimer,Larimer County,167,350362,47.66,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,11869666547,482557.2348,48
43,8,65,8065,LAKE,Lake,Lake County,3,7762,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,1658108650,213386.2885,48
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,5,11226,44.54,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,3769075954,271469.1412,48
45,8,47,8047,GILPIN,Gilpin,Gilpin County,0,6097,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,661227908.6,121354.0504,48
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,10467950651,420189.2132,48
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,7304560869,472651.7462,48
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,5,7157,69.86,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,9363594130,400120.7245,48
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,7,9663,72.44,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,1736216264,211108.2631,48
50,8,75,8075,LOGAN,Logan,Logan County,13,21854,59.49,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,8328152552,372747.6825,48
51,8,121,8121,WASHINGTON,Washington,Washington County,1,4729,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,11143769306,459622.7328,48
52,8,35,8035,DOUGLAS,Douglas,Douglas County,244,342842,71.17,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,3653484423,276727.9538,48
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,5279802538,331488.6712,48
54,8,41,8041,EL PASO,El Paso,El Paso County,472,714395,66.07,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,9102643575,401357.0963,48
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,7549913092,424067.8649,48
56,8,119,8119,TELLER,Teller,Teller County,12,25060,47.89,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,2392495006,233307.5459,48
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,98,17173,570.66,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,13869269449,669945.2635,48
58,8,9,8009,BACA,Baca,Baca County,9,3547,253.74,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,10491691047,413607.3506,48
59,8,39,8039,ELBERT,Elbert,Elbert County,10,26218,38.14,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,8013602362,412091.4048,48
60,8,77,8077,MESA,Mesa,Mesa County,32,153630,20.83,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,14355754238,614897.9511,48
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,4433037486,377983.2329,48
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,764,651342,117.3,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,3523320322,435283.8473,48
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,1,14491,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,19590463047,660024.1504,48
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,238,5655,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 7, 2020",29199,1162,193,54,99.31,8286034229,526946.9187,48
