OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,3026,579491,522.18,3007,19,215,215,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3379799618.59766,374132.11754513
13,Summit County,08117,Summit,08,SUMMIT,117,293,30973,945.99,293,0,4,4,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",2707648429.75781,325660.775440309
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,432,167116,258.5,430,2,31,31,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",10064732291.2969,426421.345889861
15,Boulder County,08013,Boulder,08,BOULDER,013,1517,325476,466.09,1513,4,73,73,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3280791024.07031,290982.502053684
16,Denver County,08031,Denver,08,DENVER,031,7902,717797,1100.87,7832,70,394,394,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",680063925.65625,341638.127461467
17,Montrose County,08085,Montrose,08,MONTROSE,085,218,42260,515.85,218,0,12,12,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",9473395348.78906,544456.741798932
18,Eagle County,08037,Eagle,08,EAGLE,037,763,54863,1390.74,761,2,8,8,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",7395854605.48047,390147.77807481
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,49,8177,599.24,48,1,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5384599734.96484,409162.439815051
20,Costilla County,08023,Costilla,08,COSTILLA,023,22,3809,577.58,22,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5044736712.28125,326902.580049715
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,341,69453,490.98,341,0,30,30,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",148046030.359375,146355.830495437
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,116,20028,579.19,93,23,19,19,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",4328004367.16797,386588.205582361
23,Crowley County,08025,Crowley,08,CROWLEY,025,71,5857,1212.22,71,0,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3373467236.0625,243673.421602718
24,Fremont County,08043,Fremont,08,FREMONT,043,43,47912,89.75,43,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",6491723772.80859,368122.636694602
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,4,6854,-1,4,0,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",6600175788.24219,473895.539017731
26,Delta County,08029,Delta,08,DELTA,029,84,30936,271.53,83,1,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",4913548287.83594,340015.070505667
27,Garfield County,08045,Garfield,08,GARFIELD,045,415,59807,693.9,403,12,3,3,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",12911081555.8047,662380.047263359
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,6,6305,95.16,6,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",14232867247.625,615863.666810983
29,Morgan County,08087,Morgan,08,MORGAN,087,656,28503,2301.51,656,0,46,46,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5761403665.51953,305025.067510655
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,4,5584,-1,4,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",11104214487.6953,501503.379966312
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,80,26159,305.82,77,3,3,3,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",8372827720.81641,400009.056123532
32,Adams County,08001,Adams,08,ADAMS,001,4757,511473,930.06,4719,38,158,158,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5210141150.01953,511835.400891218
33,Mineral County,08079,Mineral,08,MINERAL,079,17,777,2187.9,16,1,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3634702483.06641,263045.388781546
34,Otero County,08089,Otero,08,OTERO,089,23,18364,125.25,23,0,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5290668251.41406,335426.330930159
35,Phillips County,08095,Phillips,08,PHILLIPS,095,16,4266,375.06,16,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3093819023.79688,227633.738214857
36,Ouray County,08091,Ouray,08,OURAY,091,12,4798,250.1,12,0,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",2274816289.12891,272615.623145942
37,Bent County,08011,Bent,08,BENT,011,4,5819,-1,4,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",6430590598.72656,323583.727603443
38,Archuleta County,08007,Archuleta,08,ARCHULETA,007,12,13737,87.36,12,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5542147892.29297,332854.375928837
39,Routt County,08107,Routt,08,ROUTT,107,82,25683,319.28,81,1,6,6,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",10614530971.7148,532136.256905045
40,Hinsdale County,08053,Hinsdale,08,HINSDALE,053,3,804,-1,3,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",4669808237.98828,359599.201114798
41,Weld County,08123,Weld,08,WELD,123,2999,314251,954.33,2988,11,138,138,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",18041133099.0898,641092.26859247
42,Larimer County,08069,Larimer,08,LARIMER,069,917,350362,261.73,899,18,30,30,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",11869666547.0664,482557.23477005
43,Lake County,08065,Lake,08,LAKE,065,54,7762,695.7,54,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",1658108649.73438,213386.288543794
44,Rio Grande County,08105,Rio Grande,08,RIO GRANDE,105,81,11226,721.54,80,1,2,2,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3769075953.91406,271469.141210196
45,Gilpin County,08047,Gilpin,08,GILPIN,047,8,6097,131.21,8,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",661227908.605469,121354.050357325
46,Yuma County,08125,Yuma,08,YUMA,125,54,10029,538.44,54,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",10467950650.7617,420189.213207024
47,Jackson County,08057,Jackson,08,JACKSON,057,7,1396,501.43,7,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",7304560868.78125,472651.746203251
48,Kit Carson County,08063,Kit Carson,08,KIT CARSON,063,36,7157,503,36,0,3,3,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",9363594130.41406,400120.724499853
49,Clear Creek County,08019,Clear Creek,08,CLEAR CREEK,019,21,9663,217.32,21,0,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",1736216264.01172,211108.263142895
50,Logan County,08075,Logan,08,LOGAN,075,641,21854,2933.1,641,0,5,5,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",8328152552.15234,372747.682548311
51,Washington County,08121,Washington,08,WASHINGTON,121,46,4729,972.72,46,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",11143769306.3555,459622.732781113
52,Douglas County,08035,Douglas,08,DOUGLAS,035,1161,342842,338.64,1134,27,52,52,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3653484422.51172,276727.953834991
53,Conejos County,08021,Conejos,08,CONEJOS,021,18,8136,221.24,18,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",5279802537.71094,331488.671176898
54,El Paso County,08041,El Paso,08,EL PASO,041,3059,714395,428.19,3000,59,115,115,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",9102643574.50391,401357.096288885
55,Kiowa County,08061,Kiowa,08,KIOWA,061,0,1373,0,0,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",7549913092.20313,424067.864853848
56,Teller County,08119,Teller,08,TELLER,119,61,25060,243.42,60,1,2,2,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",2392495005.71094,233307.545938797
57,Gunnison County,08051,Gunnison,08,GUNNISON,051,192,17173,1118.03,192,0,6,6,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",13869269448.5195,669945.263503513
58,Baca County,08009,Baca,08,BACA,009,14,3547,394.7,14,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",10491691046.9727,413607.350631197
59,Elbert County,08039,Elbert,08,ELBERT,039,62,26218,236.48,62,0,2,2,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",8013602362.3125,412091.404768861
60,Mesa County,08077,Mesa,08,MESA,077,142,153630,92.43,140,2,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",14355754237.5938,614897.951141589
61,Dolores County,08033,Dolores,08,DOLORES,033,0,2053,0,0,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",4433037486.37891,377983.232895077
62,Arapahoe County,08005,Arapahoe,08,ARAPAHOE,005,5647,651342,866.98,5627,20,349,349,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",3523320321.52344,435283.847309801
63,Las Animas County,08071,Las Animas,08,LAS ANIMAS,071,10,14491,69.01,9,1,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",19590463047.1133,660024.150359288
64,Grand County,08049,Grand,08,GRAND,049,28,15474,180.95,27,1,1,1,0,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",8286034228.99609,526946.918699701
65,OUT OF STATE,,OUT OF STATE,08,OUT OF STATE,,,,,,,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",,
66,UNKNOWN,,UNKNOWN,08,UNKNOWN,,,,,,,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",,
67,INTERNATIONAL,,INTERNATIONAL,08,INTERNATIONAL,,18,,,18,0,,,,36913,5694287,648.25,1725,5895,396363,61,398,Colorado Department of Public Health and Environment,"Data through July 11, 2020",,
