OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
19,San Miguel County,8113,San Miguel,8,SAN MIGUEL,113,17,8177,207.9,17,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5384599735,409162.4398
20,Costilla County,8023,Costilla,8,COSTILLA,23,3,3809,-1,3,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5044736712,326902.58
21,Broomfield County,8014,Broomfield,8,BROOMFIELD,14,126,69453,181.42,113,13,5,4,1,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",148046030.4,146355.8305
22,Chaffee County,8015,Chaffee,8,CHAFFEE,15,66,20028,329.54,55,11,13,5,8,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",4328004367,386588.2056
23,Crowley County,8025,Crowley,8,CROWLEY,25,2,5857,-1,2,0,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3373467236,243673.4216
24,Fremont County,8043,Fremont,8,FREMONT,43,19,47912,39.66,19,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",6491723773,368122.6367
25,Huerfano County,8055,Huerfano,8,HUERFANO,55,1,6854,-1,1,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",6600175788,473895.539
26,Delta County,8029,Delta,8,DELTA,29,26,30936,84.04,25,1,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",4913548288,340015.0705
27,Garfield County,8045,Garfield,8,GARFIELD,45,81,59807,135.44,74,7,2,2,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",12911081556,662380.0473
28,Rio Blanco County,8103,Rio Blanco,8,RIO BLANCO,103,1,6305,-1,1,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",14232867248,615863.6668
29,Morgan County,8087,Morgan,8,MORGAN,87,232,28503,813.95,214,18,8,8,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5761403666,305025.0675
30,Lincoln County,8073,Lincoln,8,LINCOLN,73,3,5584,-1,3,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",11104214488,501503.38
31,Montezuma County,8083,Montezuma,8,MONTEZUMA,83,15,26159,57.34,15,0,2,2,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",8372827721,400009.0561
32,Adams County,8001,Adams,8,ADAMS,1,1252,511473,244.78,1082,170,57,50,7,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5210141150,511835.4009
33,Mineral County,8079,Mineral,8,MINERAL,79,2,777,-1,2,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3634702483,263045.3888
34,Otero County,8089,Otero,8,OTERO,89,8,18364,43.56,7,1,1,,1,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5290668251,335426.3309
35,Phillips County,8095,Phillips,8,PHILLIPS,95,5,4266,117.21,5,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3093819024,227633.7382
36,Ouray County,8091,Ouray,8,OURAY,91,5,4798,104.21,5,0,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",2274816289,272615.6231
37,Bent County,8011,Bent,8,BENT,11,0,5819,0,0,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",6430590599,323583.7276
38,Archuleta County,8007,Archuleta,8,ARCHULETA,7,8,13737,58.24,8,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5542147892,332854.3759
39,Routt County,8107,Routt,8,ROUTT,107,52,25683,202.47,52,0,4,2,2,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",10614530972,532136.2569
40,Hinsdale County,8053,Hinsdale,8,HINSDALE,53,3,804,-1,3,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",4669808238,359599.2011
41,Weld County,8123,Weld,8,WELD,123,1353,314251,430.55,1263,90,82,70,12,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",18041133099,641092.2686
42,Larimer County,8069,Larimer,8,LARIMER,69,291,350362,83.06,274,17,18,15,3,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",11869666547,482557.2348
43,Lake County,8065,Lake,8,LAKE,65,12,7762,154.6,10,2,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",1658108650,213386.2885
44,Rio Grande County,8105,Rio Grande,8,RIO GRANDE,105,7,11226,62.36,7,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3769075954,271469.1412
45,Gilpin County,8047,Gilpin,8,GILPIN,47,1,6097,-1,1,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",661227908.6,121354.0504
46,Yuma County,8125,Yuma,8,YUMA,125,6,10029,59.83,5,1,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",10467950651,420189.2132
47,Jackson County,8057,Jackson,8,JACKSON,57,0,1396,0,0,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",7304560869,472651.7462
48,Kit Carson County,8063,Kit Carson,8,KIT CARSON,63,19,7157,265.47,18,1,2,1,1,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",9363594130,400120.7245
49,Clear Creek County,8019,Clear Creek,8,CLEAR CREEK,19,13,9663,134.53,12,1,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",1736216264,211108.2631
50,Logan County,8075,Logan,8,LOGAN,75,31,21854,141.85,24,7,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",8328152552,372747.6825
51,Washington County,8121,Washington,8,WASHINGTON,121,6,4729,126.88,6,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",11143769306,459622.7328
52,Douglas County,8035,Douglas,8,DOUGLAS,35,414,342842,120.76,399,15,19,18,1,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3653484423,276727.9538
53,Conejos County,8021,Conejos,8,CONEJOS,21,0,8136,0,0,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",5279802538,331488.6712
54,El Paso County,8041,El Paso,8,EL PASO,41,853,714395,119.4,798,55,72,55,17,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",9102643575,401357.0963
55,Kiowa County,8061,Kiowa,8,KIOWA,61,0,1373,0,0,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",7549913092,424067.8649
56,Teller County,8119,Teller,8,TELLER,119,26,25060,103.75,25,1,2,2,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",2392495006,233307.5459
57,Gunnison County,8051,Gunnison,8,GUNNISON,51,123,17173,716.24,121,2,4,4,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",13869269449,669945.2635
58,Baca County,8009,Baca,8,BACA,9,10,3547,281.93,10,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",10491691047,413607.3506
59,Elbert County,8039,Elbert,8,ELBERT,39,27,26218,102.98,26,1,1,1,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",8013602362,412091.4048
60,Mesa County,8077,Mesa,8,MESA,77,37,153630,24.08,37,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",14355754238,614897.9511
61,Dolores County,8033,Dolores,8,DOLORES,33,0,2053,0,0,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",4433037486,377983.2329
62,Arapahoe County,8005,Arapahoe,8,ARAPAHOE,5,2030,651342,311.66,1824,206,125,101,24,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",3523320322,435283.8473
63,Las Animas County,8071,Las Animas,8,LAS ANIMAS,71,3,14491,-1,3,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",19590463047,660024.1504
64,Grand County,8049,Grand,8,GRAND,49,5,15474,32.31,5,0,,,,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",8286034229,526946.9187
65,OUT OF STATE,,OUT OF STATE,8,OUT OF STATE,,75,,0,74,1,2,2,0,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",,
66,UNKNOWN,,UNKNOWN,8,UNKNOWN,,28,,0,34,-6,2,1,1,12255,5695430,215.22,674,2366,56789,56,134,Colorado Department of Public Health and Environment,"Data through April 23, 2020",,
