OBJECTID,STAETFP,COUNTYFP,GEOID,COUNTY,LABEL,FULL_,County_Pos_Cases,County_Population,County_Rate_Per_100_000,State_Population,State_Pos_Unknown,State_Pos_Cases,Data_Source,Date_Data_Last_Updated,State_Number_Tested,State_Number_Hospitalizations,State_Deaths,State_Number_of_Counties_Pos,State_Rate_Per_100000,Shape__Area,Shape__Length,State_Number_Outbreaks
39,8,107,8107,ROUTT,Routt,Routt County,46,25683,179.11,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10614530972,532136.2569,100
40,8,53,8053,HINSDALE,Hinsdale,Hinsdale County,3,804,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4669808238,359599.2011,100
41,8,123,8123,WELD,Weld,Weld County,986,314251,313.76,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,18041133099,641092.2686,100
42,8,69,8069,LARIMER,Larimer,Larimer County,224,350362,63.93,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,11869666547,482557.2348,100
43,8,65,8065,LAKE,Lake,Lake County,8,7762,103.07,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,1658108650,213386.2885,100
44,8,105,8105,RIO GRANDE,Rio Grande,Rio Grande County,7,11226,62.36,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3769075954,271469.1412,100
45,8,47,8047,GILPIN,Gilpin,Gilpin County,1,6097,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,661227908.6,121354.0504,100
46,8,125,8125,YUMA,Yuma,Yuma County,2,10029,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10467950651,420189.2132,100
47,8,57,8057,JACKSON,Jackson,Jackson County,0,1396,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7304560869,472651.7462,100
48,8,63,8063,KIT CARSON,Kit Carson,Kit Carson County,13,7157,181.64,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9363594130,400120.7245,100
49,8,19,8019,CLEAR CREEK,Clear Creek,Clear Creek County,11,9663,113.84,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,1736216264,211108.2631,100
50,8,75,8075,LOGAN,Logan,Logan County,17,21854,77.79,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8328152552,372747.6825,100
51,8,121,8121,WASHINGTON,Washington,Washington County,5,4729,105.73,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,11143769306,459622.7328,100
52,8,35,8035,DOUGLAS,Douglas,Douglas County,353,342842,102.96,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3653484423,276727.9538,100
53,8,21,8021,CONEJOS,Conejos,Conejos County,0,8136,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,5279802538,331488.6712,100
54,8,41,8041,EL PASO,El Paso,El Paso County,705,714395,98.68,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,9102643575,401357.0963,100
55,8,61,8061,KIOWA,Kiowa,Kiowa County,0,1373,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,7549913092,424067.8649,100
56,8,119,8119,TELLER,Teller,Teller County,18,25060,71.83,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,2392495006,233307.5459,100
57,8,51,8051,GUNNISON,Gunnison,Gunnison County,112,17173,652.19,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,13869269449,669945.2635,100
58,8,9,8009,BACA,Baca,Baca County,10,3547,281.93,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,10491691047,413607.3506,100
59,8,39,8039,ELBERT,Elbert,Elbert County,20,26218,76.28,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8013602362,412091.4048,100
60,8,77,8077,MESA,Mesa,Mesa County,34,153630,22.13,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,14355754238,614897.9511,100
61,8,33,8033,DOLORES,Dolores,Dolores County,0,2053,0,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,4433037486,377983.2329,100
62,8,5,8005,ARAPAHOE,Arapahoe,Arapahoe County,1419,651342,217.86,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,3523320322,435283.8473,100
63,8,71,8071,LAS ANIMAS,Las Animas,Las Animas County,3,14491,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,19590463047,660024.1504,100
64,8,49,8049,GRAND,Grand,Grand County,4,15474,-1,5695430,77,9047,Colorado Department of Public Health and Environment - Number of Positive COVID-19 Cases by County,"Data through April 16, 2020",43307,1755,391,57,158.76,8286034229,526946.9187,100
