COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,9,,3/18/2020,26
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2,3/19/2020,27
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,10,,3/19/2020,28
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.4,3/19/2020,29
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,22,,3/19/2020,30
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.4,3/19/2020,31
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,11,,3/19/2020,32
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,20.7,3/19/2020,33
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,2,,3/19/2020,34
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,43,,3/24/2020,35
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.8,3/19/2020,36
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,49,,3/19/2020,37
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,4.1,3/19/2020,38
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,14,,3/19/2020,39
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,92.9,3/19/2020,40
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,51,,3/19/2020,41
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.1,3/19/2020,42
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,15,,3/19/2020,43
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5,3/19/2020,44
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,3,,3/19/2020,45
GRAND,Grand,Grand County,49,15474,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.5,3/19/2020,46
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,1,,3/19/2020,47
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,75.7,3/19/2020,48
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,13,,3/19/2020,49
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.2,3/19/2020,50
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,36,,3/19/2020,51
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,22,,3/22/2020,52
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,3/23/2020,53
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/20/2020,54
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.4,3/21/2020,55
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.4,3/19/2020,56
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.6,3/17/2020,57
LOGAN,Logan,Logan County,75,21854,Colorado Case Counts by County,Cases,2,,3/24/2020,58
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,8,,3/17/2020,59
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,3/24/2020,60
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.8,3/17/2020,61
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,5,,3/24/2020,62
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,18,,3/17/2020,63
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,3,,3/24/2020,64
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.5,3/17/2020,65
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,3/24/2020,66
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,8,,3/17/2020,67
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,5,,3/19/2020,68
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/24/2020,69
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,20.7,3/17/2020,70
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,3/20/2020,71
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,3/23/2020,72
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/19/2020,73
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,43,,3/21/2020,74
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,3/24/2020,75
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,2,,3/17/2020,76
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.3,3/17/2020,77
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,38,,3/17/2020,78
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.9,3/17/2020,79
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,10,,3/17/2020,80
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,61.9,3/17/2020,81
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,34,,3/17/2020,82
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.8,3/17/2020,83
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,6,,3/17/2020,84
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.3,3/17/2020,85
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,2,,3/17/2020,86
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,64,3/17/2020,87
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,11,,3/17/2020,88
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.9,3/17/2020,89
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,17,,3/17/2020,90
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.6,3/17/2020,91
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,2,,3/17/2020,92
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/17/2020,93
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/17/2020,94
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,61.4,3/17/2020,95
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,11,,3/17/2020,96
PUEBLO,Pueblo,Pueblo County,101,167116,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.6,3/17/2020,97
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,1,,3/17/2020,98
ROUTT,Routt,Routt County,107,25683,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.8,3/17/2020,99
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,2,,3/17/2020,100
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.7,3/17/2020,101
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,3,,3/17/2020,102
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,4,,3/17/2020,103
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.6,3/17/2020,104
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,5,,3/17/2020,105
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2,3/18/2020,106
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,10,,3/18/2020,107
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.4,3/18/2020,108
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,3/22/2020,109
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,22,,3/18/2020,110
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.2,3/18/2020,111
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,7,,3/18/2020,112
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,20.7,3/18/2020,113
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,2,,3/18/2020,114
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6,3/18/2020,115
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,43,,3/18/2020,116
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.2,3/18/2020,117
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,11,,3/18/2020,118
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,71,3/18/2020,119
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/23/2020,120
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,3,,3/23/2020,121
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/23/2020,122
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,100.4,3/23/2020,123
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,3/23/2020,124
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/23/2020,125
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,3/23/2020,126
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/23/2020,127
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,25.8,3/23/2020,128
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,8,,3/23/2020,129
TELLER,Teller,Teller County,119,25060,Colorado Case Counts by County,Cases,3,,3/23/2020,130
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,5,,3/23/2020,131
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.9,3/23/2020,132
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,50,,3/23/2020,133
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,3/23/2020,134
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.3,3/24/2020,135
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,27,,3/24/2020,136
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,10.6,3/24/2020,137
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,69,,3/24/2020,138
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.1,3/24/2020,139
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,49,,3/24/2020,140
BROOMFIELD,Broomfield,Broomfield County,14,69453,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.2,3/24/2020,141
BROOMFIELD,Broomfield,Broomfield County,14,69453,Colorado Case Counts by County,Cases,5,,3/24/2020,142
CHAFFEE,Chaffee,Chaffee County,15,20028,Colorado Case Counts by County,Cases,3,,3/24/2020,143
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,3,,3/24/2020,144
CROWLEY,Crowley,Crowley County,25,5857,Colorado Case Counts by County,Cases,1,,3/24/2020,145
DELTA,Delta,Delta County,29,30936,Colorado Case Counts by County,Cases,1,,3/24/2020,146
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,24.5,3/24/2020,147
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,176,,3/24/2020,148
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,15.5,3/24/2020,149
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,53,,3/24/2020,150
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,174.9,3/24/2020,151
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,96,,3/24/2020,152
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,14.8,3/24/2020,153
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,106,,3/24/2020,154
ELBERT,Elbert,Elbert County,39,26218,Colorado Case Counts by County,Cases,3,,3/24/2020,155
FREMONT,Fremont,Fremont County,43,47912,Colorado Case Counts by County,Cases,1,,3/24/2020,156
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,16.7,3/24/2020,157
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,10,,3/24/2020,158
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,2,,3/24/2020,159
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,232.8,3/24/2020,160
GUNNISON,Gunnison,Gunnison County,51,17173,Colorado Case Counts by County,Cases,40,,3/24/2020,161
HINSDALE,Hinsdale,Hinsdale County,53,804,Colorado Case Counts by County,Cases,1,,3/24/2020,162
HUERFANO,Huerfano,Huerfano County,55,6854,Colorado Case Counts by County,Cases,1,,3/24/2020,163
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,12.6,3/24/2020,164
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,73,,3/24/2020,165
LA PLATA,La Plata,La Plata County,67,56403,Colorado Case Counts by County,Cases,1,,3/24/2020,166
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,12.3,3/24/2020,167
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/21/2020,168
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/19/2020,169
JEFFERSON,Jefferson,Jefferson County,59,579491,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,8.8,3/22/2020,170
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,18,,3/24/2020,171
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/20/2020,172
JEFFERSON,Jefferson,Jefferson County,59,579491,Colorado Case Counts by County,Cases,51,,3/22/2020,173
LARIMER,Larimer,Larimer County,69,350362,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.1,3/22/2020,174
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/24/2020,175
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,19,,3/21/2020,176
LARIMER,Larimer,Larimer County,69,350362,Colorado Case Counts by County,Cases,32,,3/22/2020,177
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,4,,3/24/2020,178
MESA,Mesa,Mesa County,77,153630,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,0.7,3/21/2020,179
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,2,,3/22/2020,180
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.5,3/19/2020,181
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/24/2020,182
MESA,Mesa,Mesa County,77,153630,Colorado Case Counts by County,Cases,1,,3/21/2020,183
MONTROSE,Montrose,Montrose County,85,42260,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,2.4,3/21/2020,184
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/21/2020,185
MORGAN,Morgan,Morgan County,87,28503,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7,3/21/2020,186
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/21/2020,187
PARK,Park,Park County,93,18557,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/21/2020,188
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/21/2020,189
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,83.7,3/21/2020,190
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,15,,3/21/2020,191
PUEBLO,Pueblo,Pueblo County,101,167116,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,1.8,3/21/2020,192
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/21/2020,193
ROUTT,Routt,Routt County,107,25683,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.8,3/21/2020,194
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,2,,3/21/2020,195
SAN MIGUEL,San Miguel,San Miguel County,113,8177,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,12.2,3/21/2020,196
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/21/2020,197
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,22.6,3/21/2020,198
SUMMIT,Summit,Summit County,117,30973,Colorado Case Counts by County,Cases,7,,3/21/2020,199
Unknown Or Pending County,Unknown Or Pending County,Unknown Or Pending County,,,Colorado Case Counts by County,Cases,1,,3/21/2020,200
WELD,Weld,Weld County,123,314251,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.7,3/21/2020,201
WELD,Weld,Weld County,123,314251,Colorado Case Counts by County,Cases,21,,3/21/2020,202
YUMA,Yuma,Yuma County,125,10029,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,10,3/21/2020,203
YUMA,Yuma,Yuma County,125,10029,Colorado Case Counts by County,Cases,1,,3/21/2020,204
ADAMS,Adams,Adams County,1,511473,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,3.5,3/22/2020,205
ADAMS,Adams,Adams County,1,511473,Colorado Case Counts by County,Cases,18,,3/22/2020,206
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,6.9,3/22/2020,207
ARAPAHOE,Arapahoe,Arapahoe County,5,651342,Colorado Case Counts by County,Cases,45,,3/22/2020,208
BOULDER,Boulder,Boulder County,13,325476,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,11.4,3/22/2020,209
BOULDER,Boulder,Boulder County,13,325476,Colorado Case Counts by County,Cases,37,,3/22/2020,210
BROOMFIELD,Broomfield,Broomfield County,14,69453,Colorado Case Counts by County,Cases,1,,3/22/2020,211
CHAFFEE,Chaffee,Chaffee County,15,20028,Colorado Case Counts by County,Cases,3,,3/22/2020,212
CLEAR CREEK,Clear Creek,Clear Creek County,19,9663,Colorado Case Counts by County,Cases,3,,3/22/2020,213
CROWLEY,Crowley,Crowley County,25,5857,Colorado Case Counts by County,Cases,1,,3/22/2020,214
DENVER,Denver,Denver County,31,717797,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,17.4,3/22/2020,215
DENVER,Denver,Denver County,31,717797,Colorado Case Counts by County,Cases,125,,3/22/2020,216
PARK,Park,Park County,93,18557,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,5.4,3/20/2020,217
DOUGLAS,Douglas,Douglas County,35,342842,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,9.6,3/22/2020,218
DOUGLAS,Douglas,Douglas County,35,342842,Colorado Case Counts by County,Cases,33,,3/22/2020,219
EAGLE,Eagle,Eagle County,37,54863,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,145.7,3/22/2020,220
EAGLE,Eagle,Eagle County,37,54863,Colorado Case Counts by County,Cases,80,,3/22/2020,221
EL PASO,El Paso,El Paso County,41,714395,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,7.1,3/22/2020,222
EL PASO,El Paso,El Paso County,41,714395,Colorado Case Counts by County,Cases,51,,3/22/2020,223
ELBERT,Elbert,Elbert County,39,26218,Colorado Case Counts by County,Cases,3,,3/22/2020,224
GARFIELD,Garfield,Garfield County,45,59807,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,13.4,3/22/2020,225
GARFIELD,Garfield,Garfield County,45,59807,Colorado Case Counts by County,Cases,8,,3/22/2020,226
GRAND,Grand,Grand County,49,15474,Colorado Case Counts by County,Cases,2,,3/22/2020,227
GUNNISON,Gunnison,Gunnison County,51,17173,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,128,3/22/2020,228
SUMMIT,Summit,Summit County,117,30973,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,32.3,3/24/2020,229
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/20/2020,230
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,1,,3/19/2020,231
MONTROSE,Montrose,Montrose County,85,42260,Colorado Case Counts by County,Cases,1,,3/22/2020,232
MORGAN,Morgan,Morgan County,87,28503,Colorado Case Counts by County,Cases,2,,3/22/2020,233
PARK,Park,Park County,93,18557,Colorado Case Counts by County,Cases,1,,3/22/2020,234
PITKIN,Pitkin,Pitkin County,97,17879,"Case Rates Per 100,000 People in Colorado by County","Rate Per 100,000",,89.3,3/22/2020,235
PITKIN,Pitkin,Pitkin County,97,17879,Colorado Case Counts by County,Cases,16,,3/22/2020,236
PUEBLO,Pueblo,Pueblo County,101,167116,Colorado Case Counts by County,Cases,3,,3/22/2020,237
ROUTT,Routt,Routt County,107,25683,Colorado Case Counts by County,Cases,3,,3/22/2020,238
SAN MIGUEL,San Miguel,San Miguel County,113,8177,Colorado Case Counts by County,Cases,1,,3/22/2020,239
