OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
24,Fremont County,8043,Fremont,8,FREMONT,43,22,47912,45.92,22,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",6491723773,368122.6367
25,Huerfano County,8055,Huerfano,8,HUERFANO,55,2,6854,-1,2,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",6600175788,473895.539
26,Delta County,8029,Delta,8,DELTA,29,52,30936,168.09,51,1,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",4913548288,340015.0705
27,Garfield County,8045,Garfield,8,GARFIELD,45,99,59807,165.53,95,4,2,2,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",12911081556,662380.0473
28,Rio Blanco County,8103,Rio Blanco,8,RIO BLANCO,103,1,6305,-1,1,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",14232867248,615863.6668
29,Morgan County,8087,Morgan,8,MORGAN,87,422,28503,1480.55,413,9,21,20,1,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",5761403666,305025.0675
30,Lincoln County,8073,Lincoln,8,LINCOLN,73,3,5584,-1,3,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",11104214488,501503.38
31,Montezuma County,8083,Montezuma,8,MONTEZUMA,83,18,26159,68.81,18,0,2,2,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",8372827721,400009.0561
32,Adams County,8001,Adams,8,ADAMS,1,1883,511473,368.15,1815,68,72,68,4,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",5210141150,511835.4009
33,Mineral County,8079,Mineral,8,MINERAL,79,2,777,-1,2,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",3634702483,263045.3888
34,Otero County,8089,Otero,8,OTERO,89,10,18364,54.45,10,0,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",5290668251,335426.3309
35,Phillips County,8095,Phillips,8,PHILLIPS,95,5,4266,117.21,5,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",3093819024,227633.7382
36,Ouray County,8091,Ouray,8,OURAY,91,5,4798,104.21,5,0,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",2274816289,272615.6231
37,Bent County,8011,Bent,8,BENT,11,0,5819,0,0,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",6430590599,323583.7276
38,Archuleta County,8007,Archuleta,8,ARCHULETA,7,8,13737,58.24,8,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",5542147892,332854.3759
39,Routt County,8107,Routt,8,ROUTT,107,58,25683,225.83,56,2,6,6,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",10614530972,532136.2569
40,Hinsdale County,8053,Hinsdale,8,HINSDALE,53,3,804,-1,3,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",4669808238,359599.2011
41,Weld County,8123,Weld,8,WELD,123,1955,314251,622.11,1897,58,107,102,5,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",18041133099,641092.2686
42,Larimer County,8069,Larimer,8,LARIMER,69,409,350362,116.74,393,16,18,18,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",11869666547,482557.2348
43,Lake County,8065,Lake,8,LAKE,65,21,7762,270.55,21,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",1658108650,213386.2885
44,Rio Grande County,8105,Rio Grande,8,RIO GRANDE,105,7,11226,62.36,7,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",3769075954,271469.1412
45,Gilpin County,8047,Gilpin,8,GILPIN,47,1,6097,-1,1,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",661227908.6,121354.0504
46,Yuma County,8125,Yuma,8,YUMA,125,9,10029,89.74,9,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",10467950651,420189.2132
47,Jackson County,8057,Jackson,8,JACKSON,57,0,1396,0,0,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",7304560869,472651.7462
48,Kit Carson County,8063,Kit Carson,8,KIT CARSON,63,22,7157,307.39,21,1,2,2,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",9363594130,400120.7245
49,Clear Creek County,8019,Clear Creek,8,CLEAR CREEK,19,13,9663,134.53,13,0,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",1736216264,211108.2631
50,Logan County,8075,Logan,8,LOGAN,75,292,21854,1336.14,290,2,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",8328152552,372747.6825
51,Washington County,8121,Washington,8,WASHINGTON,121,9,4729,190.32,8,1,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",11143769306,459622.7328
52,Douglas County,8035,Douglas,8,DOUGLAS,35,543,342842,158.38,531,12,23,23,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",3653484423,276727.9538
53,Conejos County,8021,Conejos,8,CONEJOS,21,0,8136,0,0,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",5279802538,331488.6712
54,El Paso County,8041,El Paso,8,EL PASO,41,1028,714395,143.9,1005,23,78,76,2,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",9102643575,401357.0963
55,Kiowa County,8061,Kiowa,8,KIOWA,61,0,1373,0,0,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",7549913092,424067.8649
56,Teller County,8119,Teller,8,TELLER,119,29,25060,115.72,28,1,2,2,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",2392495006,233307.5459
57,Gunnison County,8051,Gunnison,8,GUNNISON,51,168,17173,978.28,168,0,5,5,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",13869269449,669945.2635
58,Baca County,8009,Baca,8,BACA,9,12,3547,338.31,12,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",10491691047,413607.3506
59,Elbert County,8039,Elbert,8,ELBERT,39,36,26218,137.31,32,4,1,1,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",8013602362,412091.4048
60,Mesa County,8077,Mesa,8,MESA,77,46,153630,29.94,46,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",14355754238,614897.9511
61,Dolores County,8033,Dolores,8,DOLORES,33,0,2053,0,0,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",4433037486,377983.2329
62,Arapahoe County,8005,Arapahoe,8,ARAPAHOE,5,2883,651342,442.62,2758,125,165,157,8,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",3523320322,435283.8473
63,Las Animas County,8071,Las Animas,8,LAS ANIMAS,71,4,14491,-1,3,1,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",19590463047,660024.1504
64,Grand County,8049,Grand,8,GRAND,49,5,15474,32.31,5,0,,,,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",8286034229,526946.9187
65,OUT OF STATE,,OUT OF STATE,8,OUT OF STATE,,108,,,108,0,2,2,0,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",,
66,UNKNOWN,,UNKNOWN,8,UNKNOWN,,81,,,130,-49,3,2,1,17364,5694287,304.94,903,2919,85976,56,170,Colorado Department of Public Health and Environment,"Data through May 4, 2020",,
