"","time","prey","predators"
"193",193,14.5424632544043,11.2359875770592
"194",194,15.905383189475,10.8517969720979
"195",195,17.4605178366401,10.4960249559761
"196",196,19.2332771750845,10.1688002026588
"197",197,21.2524028417176,9.87044807641759
"198",198,23.5502139740179,9.60152454423631
"199",199,26.1628014837805,9.36285782142795
"200",200,29.1301302885189,9.15559994610251
"201",201,32.4959922882552,8.98129105981796
"202",202,36.3077304022542,8.84193990436655
"203",203,40.615624224354,8.74012494521961
"204",204,45.4717891303409,8.67912159843236
"205",205,50.9283914284668,8.66306222176246
"206",206,57.0349216095278,8.69713668765304
"207",207,63.8341974963124,8.78784214625044
"208",208,71.3566980541103,8.94329029380562
"209",209,79.6127351989814,9.17357827674429
"210",210,88.582014741526,9.49122061469679
"211",211,98.2001324194899,9.91162520787896
"212",212,108.341877729129,10.4535622095713
"213",213,118.801838444685,11.1395193203765
"214",214,129.274044047423,11.9957401085537
"215",215,139.334461704435,13.0516030343502
"216",216,148.433173264977,14.3378218928466
"217",217,155.906697953926,15.8827923200447
"218",218,161.023148295198,17.7064462473262
"219",219,163.071219988353,19.8114315120366
"220",220,161.492576947332,22.1726702400805
"221",221,156.034691335063,24.7282916339907
"222",222,146.874556637317,27.3766723066534
"223",223,134.650077351692,29.9842213428633
"224",224,120.363959129428,32.4046523418135
"225",225,105.178562047571,34.504846818566
"226",226,90.1811865901355,36.1878841769446
"227",227,76.2075420631955,37.4051041771977
"228",228,63.7698192753745,38.1549350702951
"229",229,53.0802593049067,38.4720617270821
"230",230,44.1279042131949,38.4130150622406
"231",231,36.7662471392419,38.0430748056777
"232",232,30.7857196326382,37.4268841861878
"233",233,25.962878201451,36.6229878091053
"234",234,22.0883415403659,35.6814420367346
"235",235,18.9795214591042,34.6434136082313
"236",236,16.4840524253499,33.5418478654616
"237",237,14.4782733386615,32.4025995676372
"238",238,12.8635816805826,31.2456608499123
"239",239,11.5622321720621,30.0863044579082
"240",240,10.5133349011263,28.9360705896656
"241",241,9.66938766566299,27.8035809095881
"242",242,8.99342816538625,26.6951923222047
"243",243,8.45676262331802,25.6155082871889
"244",244,8.03717761724839,24.5677826310513
"245",245,7.717552796364,23.5542331333077
"246",246,7.48480558687182,22.5762830955024
"247",247,7.32908450899382,21.6347493203435
"248",248,7.24315965624745,20.7299878868747
"249",249,7.22197069967638,19.8620066423016
"250",250,7.26229025033627,19.0305540571036
"251",251,7.36247635320172,18.2351896273196
"252",252,7.52230798415894,17.4753378471216
"253",253,7.74287744391803,16.7503319371521
"254",254,8.02653228719387,16.0594489205941
"255",255,8.37685998648547,15.4019381150038
"256",256,8.79870974631391,14.7770446973581
"257",257,9.29824786687071,14.184029595183
"258",258,9.88304429818936,13.6221867594728
"259",259,10.5621888446125,13.090858686451
"260",260,11.3464360456064,12.5894509350739
"261",261,12.2483779063087,12.1174463224045
"262",262,13.2826434525677,11.6744194460829
"263",263,14.466123415078,11.2600521920443
"264",264,15.8182170932014,10.8741509315118
"265",265,17.3610964253801,10.5166661988004
"266",266,19.119979240439,10.1877157759575
"267",267,21.1233992293575,9.88761230072445
"268",268,23.4034535652939,9.61689679602735
"269",269,25.9960013990094,9.37637979714647
"270",270,28.940773387102,9.16719218205321
"271",271,32.2813354713196,8.99084861111707
"272",272,36.064829207851,8.84932698465524
"273",273,40.3413815226491,8.74516817131221
"274",274,45.1630381112873,8.68160147407584
"275",275,50.5820263246682,8.6627024325304
"276",276,56.6480936192203,8.69359070516247
"277",277,63.4045975145941,8.78067661425377
"278",278,70.8829480314322,8.93196477369997
"279",279,79.0949374753087,9.15742078487928
"280",280,88.022464557394,9.46939994517841
"281",281,97.6042264837304,9.88312123405756
"282",282,107.719212863468,10.4171389940198
"283",283,118.167448240497,11.0937091279225
"284",284,128.649620849764,11.9388545092923
"285",285,138.749122954538,12.9818119653238
"286",286,147.923588439368,14.253288717506
"287",287,155.515500272924,15.7819684014654
"288",288,160.794973667595,17.5885220724303
"289",289,163.046188687892,19.6769243127348
"290",290,161.697213337318,22.0240665913503
"291",291,156.472839673659,24.5704783620123
"292",292,147.521863134789,27.216839873658
"293",293,135.456167071563,29.831019390014
"294",294,121.261402416869,32.2667839807667
"295",295,106.097388033588,34.3894661601613
"296",296,91.0620070146465,36.0994895871237
"297",297,77.0089975320992,37.3452249830943
"298",298,64.4701646988552,38.1225042590768
"299",299,53.6738402438185,38.4642368459884
"300",300,44.6200845631764,38.4260268649364
"301",301,37.1682317488255,38.0729386114758
"302",302,31.1108923853682,37.4698429732005
"303",303,26.2244921646484,36.6757433555338
"304",304,22.2983168415496,35.7412347320999
"305",305,19.1479990369322,34.708007321873
"306",306,16.6193674685265,33.6094713376939
"307",307,14.5871202838566,32.4718740791961
"308",308,12.9512664276623,31.3155267343933
"309",309,11.6329235125551,30.1559564675527
"310",310,10.5702883488388,29.0049035557311
"311",311,9.71513355631592,27.8711469103464
"312",312,9.02994041537103,26.7611619684019
"313",313,8.48557234483304,25.6796457293857
"314",314,8.05946683266845,24.6299238709574
"315",315,7.73422929919277,23.6142691408433
"316",316,7.49655813861352,22.6341471215489
"317",317,7.33642421085687,21.6904070478036
"318",318,7.24645807599217,20.783428243112
"319",319,7.22148046639557,19.913236763571
"320",320,7.25815807647734,19.0795952812063
"321",321,7.35475909503161,18.2820728619589
"322",322,7.51098092601393,17.520100738546
"323",323,7.7278388723715,16.7930165559437
"324",324,8.00760581035097,16.1000998344513
"325",325,8.35379425303635,15.4406008636568
"326",326,8.7711761846302,14.81376447276
"327",327,9.26583644870549,14.2188501307804
"328",328,9.84525747318849,13.6551493471056
"329",329,10.5184337246222,13.1220012771134
"330",330,11.2960148833955,12.6188072804838
"331",331,12.1904769226723,12.1450451173906
"332",332,13.2163200868919,11.7002834329428
"333",333,14.390292130284,11.2841971862918
"334",334,15.731633961215,10.8965847245944
"335",335,17.2623428671525,10.5373872868183
"336",336,19.0074455134423,10.2067118538473
"337",337,20.9952682881157,9.90485847508221
"338",338,23.257687646973,9.63235336106153
"339",339,25.8303322277485,9.38998942130041
"340",340,28.7526987938058,9.17887656513175
"341",341,32.0681268825132,9.00050430382663
"342",342,35.8235554665673,8.85682006157167
"343",343,40.0689562766739,8.75032754473209
"344",344,44.8563007983893,8.68421049397279
"345",345,50.2378700723016,8.66248833251482
"346",346,56.2636572418456,8.69021139712903
"347",347,62.9775432419825,8.77370430467291
"348",348,70.411851063965,8.92086593173061
"349",349,78.5798167615734,9.14153223897056
"350",350,87.4654839358421,9.44790150204927
"351",351,97.0105871005692,9.85500650714884
"352",352,107.098234064877,10.3811885751945
"353",353,117.533783414204,11.0484744975215
"354",354,128.024461859407,11.8826678699041
"355",355,138.161067435812,12.9128514479916
"356",356,147.408839325101,14.1697098372702
"357",357,155.116287080343,15.6821999234557
"358",358,160.555951803388,17.4716922523004
"359",359,163.007897138954,19.5434528704821
"360",360,161.887192288721,21.8762999446291
"361",361,156.896627775796,24.4131354947086
"362",362,148.157256501329,27.0569527285211
"363",363,136.254298753105,29.6771674243925
"364",364,122.15570846905,32.1277085208561
"365",365,107.01743382919,34.2724979145331
"366",366,91.9471126564593,36.0093406054053
"367",367,77.8165957304717,37.2836025371482
"368",368,65.1773483565467,38.0884772944971
"369",369,54.2742353614702,38.4550330716737
"370",370,45.1184516162107,38.43791737634
"371",371,37.5755288666803,38.101936198407
"372",372,31.4404578582848,37.5121647204301
"373",373,26.4896522593301,36.7280544407394
"374",374,22.5111096599464,35.8007382179444
"375",375,19.3187031619216,34.7724323323218
"376",376,16.7564352060124,33.6770188945072
"377",377,14.6973491769201,32.5411425202348
"378",378,13.0400447340225,31.3854384290302
"379",379,11.7044812722504,30.2256914300554
"380",380,10.6279303420593,29.073847122958
"381",381,9.76143995812247,27.938841542376
"382",382,9.06691367418401,26.8272731251612
"383",383,8.51476535648922,25.7439331175975
"384",384,8.08207856459491,24.692220247987
"385",385,7.75118099366068,23.6744630231713
"386",386,7.50855068792158,22.6921695631093
"387",387,7.34398300174797,21.7462211703373
"388",388,7.24996083842023,20.8370224663686
"389",389,7.22118200568869,19.9646183050733
"390",390,7.25420983369616,19.1287849733887
"391",391,7.34722156093707,18.3291014408613
"392",392,7.49983474528552,17.5650053248818
"393",393,7.71298720426385,16.8358389473685
"394",394,7.98887643116754,16.1408845475889
"395",395,8.33094003690928,15.4793934555113
"396",396,8.74387293565173,14.8506102282664
"397",397,9.23367877124775,14.2537929308361
"398",398,9.80775281560791,13.688230682529
"399",399,10.4749946590602,13.1532593450461
"400",400,11.2459496799601,12.6482761242356
"401",401,12.1329784675096,12.172753769546
"402",402,13.1504532176886,11.7262550226572
"403",403,14.3149795160703,11.3084479704119
"404",404,15.6456407458063,10.9191229984334
"405",405,17.1642604400986,10.5582121240716
"406",406,18.8956749865258,10.2258116157416
"407",407,20.8680048448404,9.92220898886394
"408",408,23.1129064011108,9.64791571833602
"409",409,25.6657781404406,9.40370733926582
"410",410,28.5658831833509,9.19067304084001
"411",411,31.8563343806337,9.01027741502613
"412",412,35.5838668326904,8.86443772559821
"413",413,39.7982943824532,8.75562093254761
"414",414,44.5515096506813,8.68696574499818
"415",415,49.8958399328565,8.66243614537916
"416",416,55.8815127852828,8.68701400659514
"417",417,62.5529161142494,8.76693932380817
"418",418,69.943268353311,8.91000650759703
"419",419,78.0672133095277,9.12592371955536
"420",420,86.9108924884402,9.42673431338264
"421",421,96.4190150778755,9.8272875167625
"422",422,106.478727215829,10.3457143204752
"423",423,116.900621259232,11.0038150487772
"424",424,127.398344125125,11.8271755316202
"425",425,137.570172297407,12.8446983446622
"426",426,146.888765077722,14.0870630099392
"427",427,154.708960572011,15.5834585722078
"428",428,160.306011150647,17.3559255086911
"429",429,162.956229115416,19.4109861120877
"430",430,162.06240103774,21.729339909009
"431",431,157.305900988035,24.2562315920211
"432",432,148.78040425241,26.8969950983042
"433",433,137.043747075172,29.5226993629774
"434",434,123.045587142539,31.9875134229615
"435",435,107.937196938939,34.1540231027712
"436",436,92.8351210901539,35.9174884693752
"437",437,78.6290857110189,37.2202498588484
"438",438,65.8902776000619,38.0528282225081
"439",439,54.8804155044396,38.4443912166423
"440",440,45.6221989382949,38.4485855068366
"441",441,37.9876226406886,38.1299208961687
"442",442,31.7741764367639,37.5536678031734
"443",443,26.7583247204413,36.7797207130441
"444",444,22.7268406772104,35.8597453115426
"445",445,19.4918347310622,34.836487228838
"446",446,16.895498613837,33.7442999300399
"447",447,14.8092169600106,32.6102283033617
"448",448,13.1301694677262,31.4552349569151
"449",449,11.777150189388,30.2953672192787
"450",450,10.686495451931,29.142774925934
"451",451,9.80851589324784,28.0065545554795
"452",452,9.10453388830841,26.8934289468289
"453",453,8.54450824760677,25.8082853635427
"454",454,8.1051653392315,24.7545965314624
"455",455,7.76855085645052,23.7347478380202
"456",456,7.52091854105976,22.7502909592892
"457",457,7.35188329237877,21.8021404320978
"458",458,7.25378049169219,20.8907261142858
"459",459,7.22118552051959,20.0161117513035
"460",460,7.25055805236073,19.1780875057852
"461",461,7.33998418212493,18.3762425000055
"462",462,7.48899616213461,17.6100220191323
"463",463,7.69845471666285,16.8787729453294
"464",464,7.97048291038431,16.1817801776114
"465",465,8.30844360843517,15.518296175674
"466",466,8.71695489804529,14.8875653031365
"467",467,9.20193960324244,14.2888443006066
"468",468,9.77070632917534,13.7214199650041
"469",469,10.4320603954317,13.1846249288585
"470",470,11.1964435963336,12.6778523076382
"471",471,12.0761019641538,12.2005699048338
"472",472,13.0852805768528,11.7523346273964
"473",473,14.2404438747215,11.3328077652329
"474",474,15.560518813956,10.941771827574
"475",475,17.0671563170838,10.5791497086644
"476",476,18.7850036365804,10.2450270806638
"477",477,20.741976094202,9.93967909120128
"478",478,22.9695107432733,9.6636026883306
"479",479,25.5027762255254,9.41755622199093
"480",480,28.3808016756989,9.20260839750581
"481",481,31.6464719636814,9.02019920536693
"482",482,35.3463156053911,8.8722161458694
"483",483,39.5299838238717,8.76108992642817
"484",484,44.2492828313599,8.68991483778819
"485",485,49.5565748101935,8.66260017931415
"486",486,55.5023081127009,8.68406021239267
"487",487,62.1313549124976,8.76045148144285
"488",488,69.4777844202607,8.89946545126492
"489",489,77.5576126000135,9.11068374245116
"490",490,86.3590311856669,9.4059962096968
"491",491,95.8296684179572,9.80006931613042
"492",492,105.860646518676,10.3108240311905
"493",493,116.267738463569,10.9598325359593
"494",494,126.770990237866,11.772458181045
"495",495,136.976033677104,12.7774337437555
"496",496,146.363124586351,14.0054024196021
"497",497,154.293456129473,15.4857778564945
"498",498,160.045254998581,17.2412412771109
"499",499,162.891618971713,19.2795304871253
"500",500,162.223584017946,21.5831905237266
"501",501,157.70169071835,24.0997914213633
"502",502,149.391757099853,26.7370646750878
"503",503,137.824725594662,29.3677352909269
"504",504,123.931085895021,31.8463165272752
"505",505,108.856599753426,34.0341522621163
"506",506,93.7261473355207,35.8240011723717
"507",507,79.4467687169282,37.1552106111612
"508",508,66.6094525388557,38.0155845412329
"509",509,55.4928863482625,38.4323566914409
"510",510,46.1317650812522,38.4580938910301
"511",511,38.4047488327829,38.1569871957619
"512",512,32.1120783313062,37.5944713587817
"513",513,27.0303784104603,36.8308754080572
"514",514,22.9452441436828,35.9183953713458
"515",515,19.6670620526835,34.9003050043218
"516",516,17.0361972518633,33.8114362114046
"517",517,14.9223594972169,32.6792392552254
"518",518,13.2212956184895,31.5250083243169
"519",519,11.8506120073178,30.3650568567071
"520",520,10.7456966807472,29.2117434949207
"521",521,9.85610869963852,28.0743276230199
"522",522,9.14258132121754,26.9596584158003
"523",523,8.57461086808821,25.8727208062258
"524",524,8.12855979963399,24.817062849528
"525",525,7.78618917667654,23.795127174032
"526",526,7.53352558530005,22.808509657463
"527",527,7.3600016896885,21.8581584537951
"528",528,7.25780411824756,20.9445289483968
"529",529,7.22138462195737,20.0677040818242
"530",530,7.24709763584181,19.2274882564094
"531",531,7.33293717301415,18.423480945329
"532",532,7.47835235325464,17.6551347051681
"533",533,7.68412630125076,16.9218012344618
"534",534,7.95230716370547,16.2227682699017
"535",535,8.28618312583238,15.5572894927269
"536",536,8.69029567312176,14.9246091443622
"537",537,9.1704871380007,14.32398269983
"538",538,9.7339799007068,13.754694688435
"539",539,10.3894855581686,13.2160745647085
"540",540,11.147342973542,12.7075114038185
"541",541,12.0196843780457,12.2284681146679
"542",542,13.0206285863677,11.7784958244241
"543",543,14.1664998334448,11.3572490866164
"544",544,15.4760696810014,10.9645026066484
"545",545,16.9708174548337,10.6001702532521
"546",546,18.6752024903501,10.2643272170353
"547",547,20.6169357819936,9.95723638934109
"548",548,22.8272356801804,9.67938033046346
"549",549,25.3410413812691,9.43150038766967
"550",550,28.1971478742258,9.21464500909198
"551",551,31.4382110316089,9.03022986666193
"552",552,35.1105505049805,8.88011305148346
"553",553,39.2636508007758,8.76668946228788
"554",554,43.9492250780866,8.69300952690302
"555",555,49.2196602662689,8.66292855366043
"556",556,55.1256049664704,8.68129419859501
"557",557,61.7123937102037,8.75418049023607
"558",558,69.014926503456,8.88917701780471
"559",559,77.050552397453,9.09574016470468
"560",560,85.8094648488262,9.38560762960871
"561",561,95.2421533764253,9.7732643668765
"562",562,105.243657621803,10.2764216391162
"563",563,115.634879756283,10.9164222664388
"564",564,126.142239578059,11.7184028901149
"565",565,136.378734800873,12.7109202103531
"566",566,145.832115292265,13.9245869843468
"567",567,153.870235087391,15.3890031333851
"568",568,159.774365343739,17.1274773877526
"569",569,162.815092441673,19.1489103481784
"570",570,162.372021159837,21.4376797968734
"571",571,158.084928690018,23.9436923523921
"572",572,149.99251528529,26.5770483879029
"573",573,138.598438568648,29.2121917849919
"574",574,124.81323125953,31.70408578184
"575",575,109.776428653498,33.9128987728981
"576",576,94.6207195604761,35.7289235484207
"577",577,80.2700148975552,37.088544314946
"578",578,67.3351594513638,37.976816554358
"579",579,56.1120500764073,38.4189855836351
"580",580,46.6475171884944,38.4665124701556
"581",581,38.827255614444,38.1832135900186
"582",582,32.4544560990067,37.6346633103407
"583",583,27.3060480320534,36.8816121982263
"584",584,23.1665873783785,35.9767749582298
"585",585,19.8446268126338,34.9639754929249
"586",586,17.1787445321022,33.8785209262447
"587",587,15.0369645078334,32.748270890111
"588",588,13.3135752728288,31.5948568678535
"589",589,11.9249915800841,30.4348605727284
"590",590,10.8056329020121,29.2808535928398
"591",591,9.90429540514776,28.1422613605472
"592",592,9.18111243111377,27.0260616227757
"593",593,8.60511135569979,25.937338187518
"594",594,8.15228622751683,24.8797154230427
"595",595,7.80410071139214,23.8556960591588
"596",596,7.54636324866589,22.8669178033968
"597",597,7.36831951817581,21.9143638963279
"598",598,7.26200424698388,20.9985159603999
"599",599,7.22174387552863,20.1194764574163
"600",600,7.24378668755266,19.2770643203843
"601",601,7.32603416531542,18.4708894911352
"602",602,7.46785151418239,17.700412042541
"603",603,7.66994384091694,16.9649886226922
"604",604,7.93428405267574,16.263909933096
"605",605,8.26408574218365,15.5964309254993
"606",606,8.66381392107717,14.9617957765021
"607",607,9.13923062345892,14.3592587462675
"608",608,9.69747229563588,13.7881021421658
"609",609,10.3471571931406,13.2476522813843
"610",610,11.0985217165519,12.7372942372931
"611",611,11.9635848486198,12.2564860628719
"612",612,12.9563397714963,11.8047731462939
"613",613,14.0929712263196,11.3818033507518
"614",614,15.3920961142324,10.9873436243235
"615",615,16.8750230700604,10.6212988404842
"616",616,18.5660240294033,10.2837337493725
"617",617,20.4926068351517,9.9748990924072
"618",618,22.6857722548368,9.69526316951493
"619",619,25.1802308262579,9.4455504638874
"620",620,28.0145439573042,9.22678934245104
"621",621,31.2311387026493,9.040371382987
"622",622,34.8761254055165,8.88812555447269
"623",623,38.9988204585203,8.77241131598343
"624",624,43.6508411467813,8.69623570831089
"625",625,48.8845942418094,8.66340066412457
"626",626,54.7509235499589,8.67868795544882
"627",627,61.295614288119,8.74809018042701
"628",628,68.5543776572763,8.87909642920505
"629",629,76.5458679309469,9.08103970726956
"630",630,85.2622404500569,9.36550787687433
"631",631,94.6567888191616,9.74680735862374
"632",632,104.628388605764,10.2424433426175
"633",633,115.002965185267,10.8735329187539
"634",634,125.513168308654,11.6649897450545
"635",635,135.779231123062,12.6451915244016
"636",636,145.29664453328,13.8446777660775
"637",637,153.439730178245,15.2932515953957
"638",638,159.493344466582,17.0147955744234
"639",639,162.725705332779,19.0193554831497
"640",640,162.505753946537,21.2930795740419
"641",641,158.453309801517,23.7881692967475
"642",642,150.58039818325,26.4171014264739
"643",643,139.362644504568,29.0561611929724
"644",644,125.690259032733,31.5608187860521
"645",645,110.695541036951,33.7901759562569
"646",646,95.5180175043714,35.6321441851856
"647",647,81.0983039667227,37.020116260413
"648",648,68.0669493743797,37.9363845552178
"649",649,56.737406890541,38.4041423242085
"650",650,47.1690533228814,38.4736829637557
"651",651,39.2548526765957,38.2084252319303
"652",652,32.8011611507823,37.6740542997988
"653",653,27.5853463024805,36.9317306818245
"654",654,23.3908056016423,36.0347073931257
"655",655,20.0245045195009,35.0273256912151
"656",656,17.3231467324484,33.9453853515068
"657",657,15.1530553824821,32.8171612398625
"658",658,13.4070501341437,31.6646252448857
"659",659,12.0003315912449,30.5046319886046
"660",660,10.8663509432311,29.3499668632223
"661",661,9.95312441052786,28.2102257999357
"662",662,9.22017474942751,27.092516804126
"663",663,8.63605725185904,26.0020231897311
"664",664,8.17639289537457,24.9424467934674
"665",665,7.82235855147964,23.9163483846147
"666",666,7.5595173075772,22.9254142023509
"667",667,7.37692812017681,21.9706617295937
"668",668,7.26647535245607,21.0525984281959
"669",669,7.2223627461835,20.1713459485072
"670",670,7.24073043859871,19.326738246027
"671",671,7.31938572574856,18.5183961830666
"672",672,7.45761003606837,17.7457873577017
"673",673,7.6560304161904,17.0082734962539
"674",674,7.91654485642621,16.3051483050352
"675",675,8.24229221024537,15.6356681656441
"676",676,8.63766115333538,14.9990772841016
"677",677,9.10833375919709,14.3946287830428
